operon_seral_number	operon_start_site	operon_end_site	operon_direction	AS_transcript_start	AS_transcript_end	AS_transcript_direction	number_of_cluster_tss_of_AS	AS_3end_information	AS_length
operon_1974	3605725	3607062	-	3603374	3603800	+	1	end_in_gene	427
operon_1976	3608296	3609735	-	3608309	3608884	+	1	end_in_gene	576
operon_1978	3611131	3611946	+	3611131	3611483	-	1	end_coding_next_gene	353
operon_1979	3611948	3613602	-	3611308	3611575	+	1	end_in_gene	268
operon_1980	3613612	3617553	-	3614218	3614586	+	1	end_in_gene	369
operon_1980	3613612	3617553	-	3614601	3614780	+	1	end_in_gene	180
operon_1981	3617563	3620569	-	3618165	3618452	+	1	end_in_gene	288
operon_1982	3620579	3621464	-	3621267	3621739	+	1	end_as_asRNA_for_next_operon	473
operon_1983	3621474	3632020	-	3626316	3626368	+	1	end_in_gene	53
operon_1983	3621474	3632020	-	3629716	3629975	+	1	end_in_gene	260
operon_1983	3621474	3632020	-	3631097	3631218	+	1	end_in_gene	122
operon_1984	3632030	3633581	-	3632060	3632448	+	1	end_in_gene	389
operon_1984	3632030	3633581	-	3632882	3633219	+	1	end_in_gene	338
operon_1986	3635070	3638746	-	3633698	3634072	+	1	end_in_gene	375
operon_1986	3635070	3638746	-	3635989	3636230	+	1	end_in_gene	242
operon_1986	3635070	3638746	-	3637858	3638196	+	1	end_in_gene	339
operon_1990	3640540	3643236	+	3640540	3640623	-	1	end_coding_next_gene	84
operon_1990	3640540	3643236	+	3642591	3642885	-	1	end_in_gene	295
operon_1992	3644845	3646900	-	3643246	3643585	+	1	end_in_gene	340
operon_1992	3644845	3646900	-	3644065	3644350	+	1	end_in_gene	286
operon_1992	3644845	3646900	-	3645938	3646288	+	1	end_in_gene	351
operon_1992	3644845	3646900	-	3646299	3646567	+	1	end_in_gene	269
operon_1994	3647885	3649455	+	3649159	3649453	-	1	end_in_gene	295
operon_1996	3650184	3652666	+	3651493	3651908	-	1	end_in_gene	416
operon_1998	3653413	3656907	+	3655491	3656064	-	1	end_in_gene	574
operon_1998	3653413	3656907	+	3656455	3656816	-	2	end_in_gene	362
operon_2002	3660703	3662009	-	3660022	3660400	+	1	end_in_gene	379
operon_2001	3660022	3660638	+	3660138	3660423	-	1	end_in_gene	286
operon_2004	3662973	3664915	+	3664171	3664475	-	1	end_in_gene	305
operon_2008	3669958	3671793	-	3669959	3670272	+	1	end_in_gene	314
operon_2008	3669958	3671793	-	3670301	3670424	+	1	end_in_gene	124
operon_2008	3669958	3671793	-	3670797	3671119	+	1	end_in_gene	323
operon_2009	3671803	3672294	-	3672036	3672294	+	2	end_coding_next_gene	259
operon_2010	3672058	3675173	+	3672058	3672294	-	1	end_coding_next_gene	237
operon_2013	3682094	3686012	-	3676063	3676539	+	1	end_in_gene	477
operon_2013	3682094	3686012	-	3676772	3677185	+	1	end_in_gene	414
operon_2012	3676063	3682097	+	3677047	3677450	-	1	end_in_gene	404
operon_2013	3682094	3686012	-	3677343	3677802	+	1	end_in_gene	460
operon_2012	3676063	3682097	+	3680017	3680365	-	1	end_in_gene	349
operon_2012	3676063	3682097	+	3681662	3682028	-	1	end_in_gene	367
operon_2014	3686022	3689482	-	3687689	3688028	+	1	end_in_gene	340
operon_2014	3686022	3689482	-	3688405	3688765	+	1	end_in_gene	361
operon_2015	3689492	3690937	-	3690854	3690937	+	1	end_coding_next_gene	84
operon_2017	3691801	3694161	-	3691312	3691789	+	1	end_in_gene	478
operon_2017	3691801	3694161	-	3692044	3692471	+	1	end_in_gene	428
operon_2017	3691801	3694161	-	3693879	3694134	+	1	end_in_gene	256
operon_2018	3694223	3696631	+	3696017	3696302	-	1	end_in_gene	286
operon_2019	3696649	3697402	-	3696697	3696940	+	1	end_in_gene	244
operon_2020	3697369	3698282	+	3697369	3697402	-	1	end_coding_next_gene	34
operon_2021	3698292	3699565	+	3698218	3698628	-	1	end_as_asRNA_for_next_operon	411
operon_2022	3699564	3700509	-	3698292	3698906	+	1	end_in_gene	615
operon_2023	3700760	3701187	-	3700595	3700916	+	1	end_in_gene	322
operon_2025	3702626	3704070	-	3703084	3703771	+	1	end_in_gene	688
operon_2026	3704155	3707803	+	3704624	3704766	-	1	end_in_gene	143
operon_2028	3708499	3709854	-	3709448	3710124	+	1	end_as_asRNA_for_next_operon	677
operon_2031	3711846	3713555	+	3712170	3712531	-	1	end_in_gene	362
operon_2031	3711846	3713555	+	3712876	3713082	-	1	end_in_gene	207
operon_2033	3714479	3715936	+	3714479	3714512	-	1	end_coding_next_gene	34
operon_2033	3714479	3715936	+	3715191	3715574	-	2	end_in_gene	384
operon_2036	3719927	3721379	-	3717289	3717719	+	1	end_in_gene	431
operon_2036	3719927	3721379	-	3717731	3718016	+	1	end_in_gene	286
operon_2035	3717289	3720098	+	3717952	3718362	-	1	end_in_gene	411
operon_2038	3721878	3723806	-	3723237	3723362	+	1	end_in_gene	126
operon_2038	3721878	3723806	-	3723559	3723869	+	1	end_as_asRNA_for_next_operon	311
operon_2040	3724762	3726022	-	3723899	3724369	+	1	end_in_gene	471
operon_2041	3726141	3729525	+	3727332	3727644	-	1	end_in_gene	313
operon_2042	3729536	3740480	-	3730162	3730675	+	1	end_in_gene	514
operon_2042	3729536	3740480	-	3735730	3735982	+	1	end_in_gene	253
operon_2043	3740490	3747503	-	3743148	3743601	+	1	end_in_gene	454
operon_2043	3740490	3747503	-	3744554	3745402	+	1	end_in_gene	849
operon_2043	3740490	3747503	-	3746014	3746666	+	1	end_in_gene	653
operon_2044	3747513	3753355	-	3747845	3748498	+	2	end_in_gene	654
operon_2044	3747513	3753355	-	3750007	3750504	+	1	end_in_gene	498
operon_2046	3754437	3758521	-	3755886	3756327	+	2	end_in_gene	442
operon_2047	3758531	3769171	-	3760212	3760793	+	2	end_in_gene	582
operon_2047	3758531	3769171	-	3762231	3762611	+	1	end_in_gene	381
operon_2047	3758531	3769171	-	3763863	3764400	+	1	end_in_gene	538
operon_2047	3758531	3769171	-	3765736	3766135	+	1	end_in_gene	400
operon_2047	3758531	3769171	-	3767628	3767915	+	1	end_in_gene	288
operon_2049	3769681	3770821	-	3769282	3769750	+	1	end_in_gene	469
operon_2050	3770909	3772811	+	3772326	3772735	-	2	end_in_gene	410
operon_2053	3775538	3777803	-	3775551	3775861	+	1	end_in_gene	311
operon_2053	3775538	3777803	-	3776152	3776525	+	1	end_in_gene	374
operon_2054	3776152	3778682	+	3777328	3777803	-	1	end_in_gene	476
operon_2053	3775538	3777803	-	3777427	3777803	+	1	end_coding_next_gene	377
operon_2058	3781602	3784956	-	3781182	3781772	+	1	end_in_gene	591
operon_2058	3781602	3784956	-	3783563	3783890	+	1	end_in_gene	328
operon_2059	3785082	3786484	+	3785151	3785432	-	1	end_in_gene	282
operon_2059	3785082	3786484	+	3786167	3786293	-	1	end_in_gene	127
operon_2060	3786494	3787838	+	3786257	3786638	-	1	end_as_asRNA_for_next_operon	382
operon_2063	3790999	3799022	-	3791387	3791647	+	1	end_in_gene	261
operon_2063	3790999	3799022	-	3795603	3795953	+	1	end_in_gene	351
operon_2063	3790999	3799022	-	3797088	3797350	+	1	end_in_gene	263
operon_2063	3790999	3799022	-	3798408	3798697	+	1	end_in_gene	290
operon_2064	3799032	3800091	-	3799314	3799596	+	1	end_in_gene	283
operon_2065	3800272	3804088	+	3800272	3800275	-	1	end_coding_next_gene	4
operon_2065	3800272	3804088	+	3801184	3801630	-	1	end_in_gene	447
operon_2068	3807763	3808617	-	3805045	3805633	+	1	end_in_gene	589
operon_2068	3807763	3808617	-	3805736	3806218	+	2	end_in_gene	483
operon_2067	3805045	3807744	+	3805893	3806330	-	1	end_in_gene	438
operon_2068	3807763	3808617	-	3806224	3806520	+	1	end_in_gene	297
operon_2070	3809577	3811845	-	3808641	3809059	+	1	end_in_gene	419
operon_2074	3816367	3817390	+	3816995	3817360	-	1	end_in_gene	366
operon_2076	3820592	3822188	-	3818222	3818628	+	1	end_in_gene	407
operon_2076	3820592	3822188	-	3822006	3822535	+	1	end_as_asRNA_for_next_operon	530
operon_2077	3822198	3824028	-	3822213	3822535	+	1	end_in_gene	323
operon_2078	3824038	3824814	-	3824414	3824905	+	3	end_as_asRNA_for_next_operon	492
operon_2080	3825510	3826443	+	3826071	3826414	-	1	end_in_gene	344
operon_2082	3827148	3828942	-	3826453	3827112	+	1	end_in_gene	660
operon_2082	3827148	3828942	-	3827618	3828130	+	1	end_in_gene	513
operon_2083	3828952	3831733	-	3830045	3830374	+	1	end_in_gene	330
operon_2085	3832326	3833847	-	3831906	3832362	+	1	end_in_gene	457
operon_2088	3835388	3837638	-	3835541	3835735	+	1	end_in_gene	195
operon_2089	3837648	3839045	-	3838836	3839114	+	1	end_as_asRNA_for_next_operon	279
operon_2092	3842419	3844055	+	3842419	3842420	-	1	end_coding_next_gene	2
operon_2093	3843924	3847347	-	3846777	3847238	+	1	end_in_gene	462
operon_2095	3847891	3849457	-	3847394	3848130	+	3	end_in_gene	737
operon_2096	3849467	3854158	-	3850504	3850922	+	1	end_in_gene	419
operon_2098	3855013	3857071	-	3856030	3856317	+	1	end_in_gene	288
operon_2100	3857577	3858429	+	3857382	3857755	-	1	end_as_asRNA_for_next_operon	374
operon_2101	3858429	3860134	-	3857577	3858010	+	1	end_in_gene	434
operon_2100	3857577	3858429	+	3857758	3858146	-	1	end_in_gene	389
operon_2107	3871308	3873030	-	3870285	3870628	+	1	end_in_gene	344
operon_2106	3869284	3871253	+	3870662	3871000	-	1	end_in_gene	339
operon_2108	3872798	3873606	+	3872798	3873030	-	1	end_coding_next_gene	233
operon_2111	3876279	3880988	-	3875027	3875284	+	1	end_in_gene	258
operon_2111	3876279	3880988	-	3877612	3877976	+	1	end_in_gene	365
operon_2111	3876279	3880988	-	3879758	3880049	+	1	end_in_gene	292
operon_2112	3881086	3882006	+	3881086	3881266	-	1	end_coding_next_gene	181
operon_2113	3882016	3885144	+	3881761	3882097	-	1	end_as_asRNA_for_next_operon	337
operon_2114	3885106	3886459	-	3882016	3882588	+	1	end_in_gene	573
operon_2114	3885106	3886459	-	3883704	3884169	+	2	end_in_gene	466
operon_2113	3882016	3885144	+	3884295	3885031	-	1	end_in_gene	737
operon_2114	3885106	3886459	-	3885338	3885503	+	1	end_in_gene	166
operon_2116	3888374	3889520	-	3888708	3888944	+	1	end_in_gene	237
operon_2118	3890057	3890912	-	3889549	3890144	+	1	end_in_gene	596
operon_2120	3892280	3893939	-	3891009	3891374	+	1	end_in_gene	366
operon_2119	3891009	3892540	+	3892160	3892534	-	2	end_in_gene	375
operon_2120	3892280	3893939	-	3892251	3892347	+	1	end_in_gene	97
operon_2120	3892280	3893939	-	3892575	3893184	+	2	end_in_gene	610
operon_2122	3899074	3900633	-	3894922	3895546	+	1	end_in_gene	625
operon_2122	3899074	3900633	-	3895858	3896249	+	1	end_in_gene	392
operon_2122	3899074	3900633	-	3896843	3897150	+	1	end_in_gene	308
operon_2121	3894137	3899078	+	3897365	3897735	-	1	end_in_gene	371
operon_2122	3899074	3900633	-	3898143	3898468	+	1	end_in_gene	326
operon_2124	3901359	3903047	-	3902256	3902308	+	1	end_in_gene	53
operon_2124	3901359	3903047	-	3902477	3902984	+	1	end_in_gene	508
operon_2125	3903183	3904791	+	3903183	3903474	-	1	end_coding_next_gene	292
operon_2125	3903183	3904791	+	3903973	3904282	-	1	end_in_gene	310
operon_2128	3906410	3907698	-	3906679	3906951	+	1	end_in_gene	273
operon_2129	3907815	3908241	+	3907879	3908245	-	1	end_in_gene	367
operon_2133	3911933	3919408	-	3913598	3914121	+	2	end_in_gene	524
operon_2133	3911933	3919408	-	3914244	3914525	+	1	end_in_gene	282
operon_2133	3911933	3919408	-	3914803	3915181	+	1	end_in_gene	379
operon_2133	3911933	3919408	-	3916297	3916683	+	1	end_in_gene	387
operon_2133	3911933	3919408	-	3917422	3917773	+	1	end_in_gene	352
operon_2133	3911933	3919408	-	3918805	3919111	+	1	end_in_gene	307
operon_2136	3922552	3924848	+	3922917	3923258	-	1	end_in_gene	342
operon_2140	3936899	3939440	-	3936898	3937200	+	1	end_in_gene	303
operon_2142	3945173	3945927	-	3945914	3945927	+	1	end_coding_next_gene	14
operon_2144	3950544	3952645	-	3950600	3950831	+	1	end_in_gene	232
operon_2144	3950544	3952645	-	3952547	3952645	+	1	end_coding_next_gene	99
operon_2146	3954465	3955700	-	3953207	3953496	+	1	end_in_gene	290
operon_2146	3954465	3955700	-	3953609	3953945	+	1	end_in_gene	337
operon_2145	3952677	3954494	+	3953734	3954063	-	1	end_in_gene	330
operon_2146	3954465	3955700	-	3954900	3955158	+	1	end_in_gene	259
operon_2148	3956449	3957825	-	3955729	3956286	+	1	end_in_gene	558
operon_2147	3955729	3956494	+	3955982	3956460	-	1	end_in_gene	479
operon_2149	3957606	3958265	+	3957606	3957825	-	1	end_coding_next_gene	220
operon_2150	3958275	3960995	+	3959214	3959583	-	2	end_in_gene	370
operon_2152	3961975	3962503	-	3961005	3961348	+	1	end_in_gene	344
operon_2151	3961005	3961969	+	3961017	3961343	-	1	end_in_gene	327
operon_2151	3961005	3961969	+	3961355	3961549	-	1	end_in_gene	195
operon_2151	3961005	3961969	+	3961593	3961935	-	1	end_in_gene	343
operon_2152	3961975	3962503	-	3961645	3962028	+	1	end_in_gene	384
operon_2154	3964344	3965404	-	3964306	3964573	+	1	end_in_gene	268
operon_2155	3965865	3969124	-	3965484	3965920	+	1	end_in_gene	437
operon_2155	3965865	3969124	-	3968328	3968662	+	1	end_in_gene	335
operon_2156	3968802	3970874	+	3968802	3969124	-	1	end_coding_next_gene	323
operon_2157	3970752	3975523	-	3969753	3969995	+	1	end_in_gene	243
operon_2157	3970752	3975523	-	3970530	3970859	+	1	end_in_gene	330
operon_2158	3975548	3978172	+	3975548	3975631	-	1	end_coding_next_gene	84
operon_2159	3978182	3979668	+	3979037	3979334	-	1	end_in_gene	298
operon_2160	3979687	3985645	-	3979827	3980160	+	1	end_in_gene	334
operon_2160	3979687	3985645	-	3981725	3982114	+	1	end_in_gene	390
operon_2160	3979687	3985645	-	3982777	3983175	+	1	end_in_gene	399
operon_2160	3979687	3985645	-	3984563	3984834	+	1	end_in_gene	272
operon_2160	3979687	3985645	-	3985537	3986239	+	1	end_as_asRNA_for_next_operon	703
operon_2163	3987488	3989277	-	3987023	3987508	+	1	end_in_gene	486
operon_2162	3987023	3987551	+	3987094	3987409	-	1	end_in_gene	316
operon_2165	3994931	3997810	-	3992900	3993305	+	1	end_in_gene	406
operon_2165	3994931	3997810	-	3995411	3995728	+	1	end_in_gene	318
operon_2165	3994931	3997810	-	3995797	3996186	+	1	end_in_gene	390
operon_2166	3997442	3999816	+	3997442	3997810	-	1	end_coding_next_gene	369
operon_2166	3997442	3999816	+	3998028	3998080	-	1	end_in_gene	53
operon_2167	3999827	4001771	-	3999776	4000104	+	2	end_in_gene	329
operon_2169	4007555	4012480	-	4003315	4003896	+	2	end_in_gene	582
operon_2169	4007555	4012480	-	4009854	4010191	+	1	end_in_gene	338
operon_2169	4007555	4012480	-	4012447	4013011	+	1	end_as_asRNA_for_next_operon	565
operon_2176	4021572	4025742	-	4019589	4019831	+	1	end_in_gene	243
operon_2176	4021572	4025742	-	4022161	4022541	+	1	end_in_gene	381
operon_2176	4021572	4025742	-	4024633	4024938	+	1	end_in_gene	306
operon_2177	4025962	4029137	+	4025962	4026403	-	1	end_coding_next_gene	442
operon_2178	4029156	4029943	-	4026622	4027023	+	1	end_in_gene	402
operon_2178	4029156	4029943	-	4027459	4027878	+	1	end_in_gene	420
operon_2177	4025962	4029137	+	4027736	4028145	-	1	end_in_gene	410
operon_2178	4029156	4029943	-	4028071	4028607	+	1	end_in_gene	537
operon_2177	4025962	4029137	+	4028809	4029138	-	1	end_in_gene	330
operon_2178	4029156	4029943	-	4029153	4029434	+	1	end_in_gene	282
operon_2179	4029953	4030675	-	4030034	4030414	+	1	end_in_gene	381
operon_2180	4030637	4031573	+	4030637	4030675	-	1	end_coding_next_gene	39
operon_2184	4036873	4040935	-	4034236	4034705	+	1	end_in_gene	470
operon_2183	4034236	4036900	+	4034955	4035564	-	1	end_in_gene	610
operon_2189	4047687	4053113	-	4048124	4048347	+	1	end_in_gene	224
operon_2189	4047687	4053113	-	4048758	4049072	+	1	end_in_gene	315
operon_2190	4052867	4053687	+	4052867	4053113	-	1	end_coding_next_gene	247
operon_2193	4058500	4060153	+	4058811	4059123	-	1	end_in_gene	313
operon_2194	4060074	4060809	-	4059513	4059708	+	1	end_in_gene	196
operon_2197	4063438	4064040	-	4062706	4063226	+	1	end_in_gene	521
operon_2197	4063438	4064040	-	4063495	4063904	+	1	end_in_gene	410
operon_2198	4064050	4067483	-	4066449	4066888	+	1	end_in_gene	440
operon_2199	4067546	4068126	+	4067546	4067737	-	1	end_coding_next_gene	192
operon_2200	4068100	4070185	-	4068009	4068260	+	1	end_in_gene	252
operon_2200	4068100	4070185	-	4069337	4069780	+	1	end_in_gene	444
operon_2201	4069337	4070681	+	4069792	4070185	-	1	end_in_gene	394
operon_2203	4071859	4072836	+	4071633	4072022	-	1	end_as_asRNA_for_next_operon	390
operon_2204	4072855	4073790	-	4073225	4073622	+	1	end_in_gene	398
operon_2204	4072855	4073790	-	4073756	4073790	+	1	end_coding_next_gene	35
operon_2206	4075866	4078053	+	4077164	4077474	-	1	end_in_gene	311
operon_2207	4077919	4080963	-	4079604	4079720	+	1	end_in_gene	117
operon_2211	4084645	4087559	-	4083046	4083463	+	1	end_in_gene	418
operon_2211	4084645	4087559	-	4085363	4085860	+	2	end_in_gene	498
operon_2211	4084645	4087559	-	4086635	4086857	+	1	end_in_gene	223
operon_2216	4094716	4095697	-	4094834	4095177	+	1	end_in_gene	344
operon_2219	4100698	4107264	-	4099825	4100380	+	1	end_in_gene	556
operon_2218	4099825	4101433	+	4100565	4100847	-	1	end_in_gene	283
operon_2219	4100698	4107264	-	4100829	4101161	+	3	end_in_gene	333
operon_2219	4100698	4107264	-	4102839	4103127	+	1	end_in_gene	289
operon_2219	4100698	4107264	-	4105816	4106146	+	1	end_in_gene	331
operon_2219	4100698	4107264	-	4106415	4106787	+	1	end_in_gene	373
operon_2220	4106415	4107960	+	4106859	4107264	-	1	end_in_gene	406
operon_2220	4106415	4107960	+	4107312	4107770	-	2	end_in_gene	459
operon_2222	4109935	4110659	-	4107970	4108414	+	1	end_in_gene	445
operon_2221	4107970	4109951	+	4108416	4108779	-	1	end_in_gene	364
operon_2221	4107970	4109951	+	4108966	4109356	-	1	end_in_gene	391
operon_2221	4107970	4109951	+	4109546	4109887	-	1	end_in_gene	342
operon_2225	4114729	4116123	-	4115301	4115752	+	3	end_in_gene	452
operon_2227	4116600	4117426	+	4117019	4117072	-	1	end_in_gene	54
operon_2227	4116600	4117426	+	4117138	4117380	-	1	end_in_gene	243
operon_2230	4119430	4121361	+	4120007	4120359	-	2	end_in_gene	353
operon_2231	4121278	4121878	-	4120297	4120726	+	1	end_in_gene	430
operon_2232	4122094	4124585	+	4122102	4122501	-	1	end_in_gene	400
operon_2232	4122094	4124585	+	4122719	4122991	-	1	end_in_gene	273
operon_2233	4124595	4126701	+	4125975	4126292	-	1	end_in_gene	318
operon_2236	4129297	4130537	-	4129661	4130133	+	1	end_in_gene	473
operon_2238	4136236	4137294	-	4130596	4131027	+	2	end_in_gene	432
operon_2237	4130596	4136290	+	4130627	4131027	-	1	end_in_gene	401
operon_2237	4130596	4136290	+	4131361	4131751	-	1	end_in_gene	391
operon_2237	4130596	4136290	+	4132981	4133315	-	1	end_in_gene	335
operon_2238	4136236	4137294	-	4133839	4134217	+	1	end_in_gene	379
operon_2237	4130596	4136290	+	4134385	4134677	-	2	end_in_gene	293
operon_2237	4130596	4136290	+	4135764	4136232	-	1	end_in_gene	469
operon_2238	4136236	4137294	-	4137111	4137272	+	1	end_in_gene	162
operon_2240	4138326	4140645	-	4137384	4137845	+	1	end_in_gene	462
operon_2240	4138326	4140645	-	4139597	4140347	+	2	end_in_gene	751
operon_2243	4142933	4146237	-	4142222	4142981	+	1	end_in_gene	760
operon_2244	4146247	4149185	-	4146982	4147034	+	1	end_in_gene	53
operon_2244	4146247	4149185	-	4147623	4147942	+	1	end_in_gene	320
operon_2247	4150092	4153692	-	4152633	4153529	+	1	end_in_gene	897
operon_2249	4155862	4156909	-	4155878	4156140	+	1	end_in_gene	263
operon_2251	4159110	4161152	-	4157159	4157530	+	1	end_in_gene	372
operon_2255	4165186	4166910	-	4162520	4162963	+	1	end_in_gene	444
operon_2254	4162520	4165163	+	4162831	4163200	-	1	end_in_gene	370
operon_2255	4165186	4166910	-	4163005	4163308	+	1	end_in_gene	304
operon_2255	4165186	4166910	-	4163428	4164033	+	2	end_in_gene	606
operon_2254	4162520	4165163	+	4163599	4163827	-	1	end_in_gene	229
operon_2255	4165186	4166910	-	4166566	4166841	+	1	end_in_gene	276
operon_2256	4166920	4168459	-	4167843	4168227	+	1	end_in_gene	385
operon_2259	4170407	4170907	+	4170846	4170898	-	1	end_in_gene	53
operon_2260	4170917	4174333	+	4171127	4171528	-	2	end_in_gene	402
operon_2260	4170917	4174333	+	4171960	4172250	-	1	end_in_gene	291
operon_2260	4170917	4174333	+	4172640	4172863	-	1	end_in_gene	224
operon_2261	4174343	4178267	+	4173903	4174378	-	1	end_as_asRNA_for_next_operon	476
operon_2261	4174343	4178267	+	4177322	4177707	-	1	end_in_gene	386
operon_2262	4178277	4180848	+	4179354	4179869	-	2	end_in_gene	516
operon_2262	4178277	4180848	+	4180403	4180766	-	1	end_in_gene	364
operon_2263	4180803	4181898	-	4180807	4181115	+	1	end_in_gene	309
operon_2266	4184180	4186070	-	4183112	4183558	+	1	end_in_gene	447
operon_2266	4184180	4186070	-	4185203	4185419	+	1	end_in_gene	217
operon_2267	4186258	4187854	+	4187623	4187792	-	2	end_in_gene	170
operon_2269	4189476	4190932	-	4189991	4190518	+	2	end_in_gene	528
operon_2270	4190942	4193493	-	4190975	4191883	+	1	end_in_gene	909
operon_2270	4190942	4193493	-	4191968	4192020	+	1	end_in_gene	53
operon_2270	4190942	4193493	-	4192248	4192583	+	1	end_in_gene	336
operon_2270	4190942	4193493	-	4192958	4193463	+	2	end_in_gene	506
operon_2271	4193503	4195551	-	4194787	4195095	+	1	end_in_gene	309
operon_2273	4195990	4196684	-	4195618	4196058	+	1	end_in_gene	441
operon_2275	4197783	4198830	-	4197824	4198105	+	1	end_in_gene	282
operon_2278	4200533	4201457	+	4200533	4200703	-	1	end_coding_next_gene	171
operon_2279	4201514	4202068	-	4201250	4201522	+	1	end_in_gene	273
operon_2279	4201514	4202068	-	4201842	4202144	+	1	end_as_asRNA_for_next_operon	303
operon_2280	4202078	4205553	-	4204419	4204723	+	1	end_in_gene	305
operon_2280	4202078	4205553	-	4205271	4205548	+	1	end_in_gene	278
operon_2282	4206028	4207095	-	4206326	4206656	+	2	end_in_gene	331
operon_2284	4209177	4209750	+	4209314	4209571	-	1	end_in_gene	258
operon_2285	4209714	4212002	-	4209545	4209911	+	1	end_in_gene	367
operon_2286	4212305	4213164	+	4212602	4212854	-	1	end_in_gene	253
operon_2290	4215274	4215944	-	4214793	4215233	+	1	end_in_gene	441
operon_2294	4219027	4221254	+	4220148	4220690	-	1	end_in_gene	543
operon_2296	4222836	4222845	-	4221267	4221701	+	1	end_in_gene	435
operon_2298	4223868	4225149	-	4222881	4223394	+	1	end_in_gene	514
operon_2299	4225163	4227066	+	4225202	4225570	-	1	end_in_gene	369
operon_2299	4225163	4227066	+	4225703	4226059	-	1	end_in_gene	357
operon_2300	4227076	4228828	+	4227282	4227686	-	1	end_in_gene	405
operon_2300	4227076	4228828	+	4228515	4228821	-	2	end_in_gene	307
operon_2301	4228838	4231445	+	4228948	4229448	-	1	end_in_gene	501
operon_2301	4228838	4231445	+	4229534	4229872	-	1	end_in_gene	339
operon_2301	4228838	4231445	+	4230833	4231148	-	1	end_in_gene	316
operon_2303	4232581	4234714	-	4232484	4232718	+	1	end_in_gene	235
operon_2303	4232581	4234714	-	4233419	4233748	+	1	end_in_gene	330
operon_2306	4235955	4240085	+	4235763	4236184	-	1	end_as_asRNA_for_next_operon	422
operon_2306	4235955	4240085	+	4236420	4236885	-	2	end_in_gene	466
operon_2307	4240095	4243401	+	4241277	4241491	-	1	end_in_gene	215
operon_2308	4243411	4249218	+	4246707	4246919	-	1	end_in_gene	213
operon_2308	4243411	4249218	+	4248096	4248582	-	1	end_in_gene	487
operon_2309	4249228	4251130	+	4249985	4250638	-	1	end_in_gene	654
operon_2311	4254515	4263388	-	4251263	4251778	+	1	end_in_gene	516
operon_2311	4254515	4263388	-	4253510	4253828	+	1	end_in_gene	319
operon_2310	4251140	4254548	+	4254067	4254460	-	1	end_in_gene	394
operon_2312	4263398	4264631	-	4263550	4263937	+	1	end_in_gene	388
operon_2313	4264641	4265709	-	4264872	4265086	+	1	end_in_gene	215
operon_2315	4266938	4269095	-	4267545	4267797	+	1	end_in_gene	253
operon_2315	4266938	4269095	-	4267959	4268171	+	1	end_in_gene	213
operon_2316	4269105	4273653	-	4271712	4272115	+	1	end_in_gene	404
operon_2316	4269105	4273653	-	4272681	4273021	+	1	end_in_gene	341
operon_2317	4273838	4274924	+	4273838	4274125	-	1	end_coding_next_gene	288
operon_2317	4273838	4274924	+	4274159	4274511	-	1	end_in_gene	353
operon_2317	4273838	4274924	+	4274519	4274901	-	1	end_in_gene	383
operon_2318	4274934	4275718	+	4275340	4275712	-	1	end_in_gene	373
operon_2319	4275728	4278562	+	4275710	4275789	-	1	end_as_asRNA_for_next_operon	80
operon_2319	4275728	4278562	+	4276941	4277344	-	1	end_in_gene	404
operon_2320	4278273	4281749	-	4277470	4277780	+	1	end_in_gene	311
operon_2319	4275728	4278562	+	4277761	4278158	-	1	end_in_gene	398
operon_2319	4275728	4278562	+	4278263	4278561	-	1	end_in_gene	299
operon_2321	4281514	4282581	+	4281514	4281749	-	1	end_coding_next_gene	236
operon_2323	4284519	4286043	-	4282790	4283127	+	1	end_in_gene	338
operon_2323	4284519	4286043	-	4284942	4285313	+	1	end_in_gene	372
operon_2325	4286959	4288428	+	4286545	4287103	-	1	end_as_asRNA_for_next_operon	559
operon_2326	4288213	4299794	-	4286959	4287406	+	1	end_in_gene	448
operon_2326	4288213	4299794	-	4287576	4287920	+	1	end_in_gene	345
operon_2326	4288213	4299794	-	4291493	4291774	+	1	end_in_gene	282
operon_2326	4288213	4299794	-	4293582	4293874	+	2	end_in_gene	293
operon_2326	4288213	4299794	-	4295950	4296194	+	1	end_in_gene	245
operon_2326	4288213	4299794	-	4297063	4297370	+	1	end_in_gene	308
operon_2326	4288213	4299794	-	4299346	4299420	+	1	end_in_gene	75
operon_2328	4301754	4303546	-	4299990	4300431	+	1	end_in_gene	442
operon_2327	4299990	4301731	+	4300923	4301360	-	1	end_in_gene	438
operon_2328	4301754	4303546	-	4301690	4302001	+	1	end_in_gene	312
operon_2328	4301754	4303546	-	4302206	4302481	+	1	end_in_gene	276
operon_2329	4303556	4305863	-	4304403	4304693	+	1	end_in_gene	291
operon_2329	4303556	4305863	-	4305778	4306654	+	1	end_as_asRNA_for_next_operon	877
operon_2331	4306427	4306991	-	4305935	4306543	+	1	end_in_gene	609
operon_2333	4307846	4309092	-	4308503	4308815	+	1	end_in_gene	313
operon_2334	4309224	4311177	+	4309424	4309740	-	1	end_in_gene	317
operon_2334	4309224	4311177	+	4310218	4310561	-	1	end_in_gene	344
operon_2334	4309224	4311177	+	4310786	4311106	-	1	end_in_gene	321
operon_2335	4311002	4312036	-	4310976	4311410	+	2	end_in_gene	435
operon_2337	4312921	4314244	+	4313451	4313948	-	1	end_in_gene	498
operon_2339	4314911	4316774	-	4314356	4315152	+	1	end_in_gene	797
