TR_name	start_site	direction	TR_type	End_of_primary_data	actual_end_of_primary_data	min_of_primary_data	max_of_primary_data	End_of_total_data	actual_End_of_total_data	min_of_total_data	max_of_total_data
TR_1127033	1127033	+	upstream_sense	1127887	1127745	1127417	1127860	1127887	1127508	1127033	1127860
TR_1127880	1127880	+	sense_for_next	1129183	1128817	1128498	1129550	1130109	1130244	1129480	1130816
TR_1128049	1128049	-	down_stream_antisense	1127664	1127682	1127674	1127704	1127581	1127568	1127487	1127606
TR_1129019	1129019	+	sense_for_next	1130109	1129816	1129509	1130139	0	0	0	0
TR_1130159	1130159	+	upstream_sense	1131115	1130963	1130780	1131125	1131425	1131169	1131154	1131184
TR_1131487	1131487	+	upstream_sense	1133263	1132124	1132004	1132202	1133263	1133091	1132433	1133311
TR_1132450	1132450	-	antisense_in_gene	1131793	1131828	1131656	1132216	1132307	1131922	1131507	1132317
TR_1132958	1132958	+	antisense_for_next	1133321	1133311	1133311	1133312	1133322	1133312	1133312	1133312
TR_1133463	1133463	+	antisense_in_gene	1133813	1133815	1133780	1133862	1133833	1133891	1133823	1133956
TR_1134701	1134701	-	upstream_sense	1133925	1134313	1134287	1134335	1133925	1134027	1133771	1134308
TR_1134720	1134720	+	down_stream_antisense	1135292	1135278	1135199	1135328	1135306	1135369	1135296	1135442
TR_1136517	1136517	-	upstream_sense	1135505	1135970	1135896	1136062	1134789	1135269	1135042	1135448
TR_1136877	1136877	+	antisense_in_gene	1137545	1137548	1137525	1137574	1137670	1137697	1137588	1137834
TR_1138160	1138160	-	upstream_sense	1136577	1137483	1137436	1137517	1136577	1136997	1136537	1137495
TR_1138253	1138253	+	upstream_sense	1142675	1139107	1138867	1139366	1142675	1140863	1139950	1141574
TR_1141716	1141716	+	sense_for_next	1142675	1142176	1141988	1142324	1144499	1145401	1144489	1145706
TR_1142434	1142434	-	antisense_in_gene	1142151	1142161	1142156	1142166	1142139	1142081	1141979	1142149
TR_1142603	1142603	-	antisense_in_gene	1142444	1142454	1142454	1142454	1142444	1142454	1142454	1142454
TR_1142616	1142616	+	sense_for_next	1143652	1143304	1143071	1143582	0	0	0	0
TR_1143703	1143703	+	upstream_sense	1144476	1144375	1144231	1144489	0	0	0	0
TR_1144486	1144486	+	upstream_sense	1145857	1145316	1144982	1145541	0	0	0	0
TR_1148260	1148260	-	down_stream_antisense	1147896	1147902	1147869	1147922	1147919	1147876	1147812	1147950
TR_1149695	1149695	+	antisense_in_gene	1149985	1149976	1149960	1149987	1150014	1150046	1149960	1150110
TR_1151627	1151627	-	in_gene_sense	1151046	1151064	1150979	1151105	1150322	1149876	1148326	1150495
TR_1151730	1151730	+	upstream_sense	1153731	1152400	1152256	1152605	1153731	1153330	1152320	1155720
TR_1153411	1153411	-	antisense_in_gene	1153028	1153051	1153026	1153066	1153042	1153027	1153004	1153052
TR_1153724	1153724	-	antisense_in_gene	1153421	1153432	1153431	1153442	1153421	1153436	1153431	1153451
TR_1156210	1156210	+	antisense_for_next	1156654	1156663	1156644	1156722	1156627	1156893	1156617	1157398
TR_1157052	1157052	+	antisense_in_gene	1157435	1157447	1157386	1157666	1157418	1157443	1157382	1157539
TR_1157832	1157832	+	antisense_in_gene	1158428	1158380	1158302	1158427	1158202	1158348	1158192	1158504
TR_1157851	1157851	-	in_gene_sense	1157280	1157358	1157253	1157448	1157531	1156802	1156234	1157541
TR_1158742	1158742	-	upstream_sense	1157967	1158306	1158252	1158349	1157967	1158244	1158130	1158353
TR_1160361	1160361	+	antisense_in_gene	1161161	1161091	1160933	1161257	1161030	1161282	1161020	1161530
TR_1160438	1160438	-	upstream_sense	1159379	1159939	1159810	1160030	1159379	1159638	1159253	1160004
TR_1161553	1161553	+	antisense_in_gene	1161879	1161869	1161869	1161869	1161879	1161869	1161869	1161869
TR_1161889	1161889	+	antisense_in_gene	1162284	1162275	1162247	1162336	1162287	1162277	1162188	1162324
TR_1163701	1163701	+	down_stream_antisense	1164446	1164435	1164401	1164478	1163930	1164459	1163920	1164710
TR_1164841	1164841	-	sense_for_next	1164576	1164566	1164509	1164593	1164423	1164446	1164412	1164475
TR_1165685	1165685	-	upstream_sense	1164576	1165114	1164992	1165523	1164576	1165075	1164913	1165407
TR_1165728	1165728	+	down_stream_antisense	1166410	1166356	1166131	1166653	1166131	1166691	1166121	1167076
TR_1166915	1166915	-	upstream_sense	1165785	1166482	1166425	1166541	1165785	1166074	1165880	1166480
TR_1167096	1167096	+	in_gene_sense	1167758	1167720	1167616	1167788	1168804	1169074	1168794	1169851
TR_1168830	1168830	-	antisense_for_next	1168529	1168479	1168296	1168559	1168046	1167967	1167879	1168056
TR_1169285	1169285	-	upstream_sense	1168640	1168965	1168945	1168983	1168640	1168778	1168581	1168972
TR_1169434	1169434	-	antisense_in_gene	1169295	1169305	1169305	1169305	1169295	1169305	1169305	1169305
TR_1170666	1170666	-	antisense_in_gene	1170096	1170068	1169840	1170157	0	0	0	0
TR_1170686	1170686	+	down_stream_antisense	1171099	1171084	1171044	1171111	1171023	1171123	1171011	1171398
TR_1171131	1171131	+	antisense_in_gene	1171419	1171431	1171409	1171454	1171141	1171328	1171131	1171449
TR_1172059	1172059	-	in_gene_sense	1170891	1171193	1170770	1171571	1169545	1169663	1169555	1169848
TR_1172391	1172391	+	leaderless_sense	1172848	1172836	1172835	1172838	1172847	1172839	1172836	1172847
TR_1175129	1175129	+	upstream_sense	1175524	1175499	1175488	1175514	1175469	1175498	1175454	1175547
TR_1175525	1175525	-	upstream_sense	1174989	1175128	1174999	1175338	1175055	1175093	1175065	1175122
TR_1175668	1175668	+	upstream_sense	1176102	1176411	1176092	1177060	1176102	1177221	1176092	1177907
TR_1176112	1176112	+	antisense_in_gene	1177173	1176954	1176550	1177163	1177183	1177173	1177173	1177173
TR_1177211	1177211	+	sense_for_next	1178397	1178058	1177997	1178139	1178397	1178294	1178097	1178491
TR_1178126	1178126	-	antisense_in_gene	1177645	1177665	1177650	1177683	1177706	1177643	1177560	1177716
TR_1178864	1178864	-	down_stream_antisense	1178413	1178361	1177666	1178541	1178567	1178370	1177690	1178630
TR_1179220	1179220	+	upstream_sense	1180582	1179856	1179748	1180032	1180582	1180688	1179915	1181319
TR_1180645	1180645	+	upstream_sense	1182320	1181106	1181003	1181175	1182320	1181674	1181035	1182313
TR_1182402	1182402	+	leaderless_sense	1183460	1183150	1182973	1183365	1183461	1183451	1183451	1183451
TR_1183471	1183471	+	upstream_sense	1184883	1184110	1183959	1184267	1184006	1184362	1183996	1185091
TR_1183872	1183872	-	antisense_in_gene	1183631	1183638	1183622	1183651	1183642	1183701	1183641	1183864
TR_1187328	1187328	-	leaderless_sense	1185746	1186709	1186431	1186848	1186838	1186641	1186020	1186848
TR_1187356	1187356	+	upstream_sense	1188398	1188022	1187920	1188089	1188006	1188114	1187905	1188337
TR_1196169	1196169	-	upstream_sense	1195060	1195677	1195595	1195970	1195060	1194270	1192492	1195970
TR_1196182	1196182	+	upstream_sense	1198087	1197188	1197081	1197289	1198087	1197543	1197438	1197682
TR_1197590	1197590	+	in_gene_sense	1198022	1197956	1197885	1198030	1198093	1198073	1198063	1198083
TR_1198530	1198530	-	antisense_for_next	1198090	1198120	1198100	1198151	0	0	0	0
TR_1199414	1199414	-	upstream_sense	1198161	1198904	1198853	1198953	1198077	1198028	1197907	1198087
TR_1200387	1200387	-	upstream_sense	1199431	1199859	1199822	1199919	1199431	1199749	1199605	1199865
TR_1200520	1200520	+	upstream_sense	1201665	1201034	1200995	1201112	1201665	1201136	1201019	1201276
TR_1201722	1201722	+	leaderless_sense	1203116	1202634	1202584	1202692	1203262	1203252	1203252	1203252
TR_1202887	1202887	+	sense_for_next	1203262	1203252	1203252	1203252	0	0	0	0
TR_1203272	1203272	+	upstream_sense	1205238	1204220	1204166	1204263	1205238	1205241	1205225	1205249
TR_1203275	1203275	-	down_stream_antisense	1203008	1203023	1202987	1203056	1203019	1203031	1203003	1203046
TR_1204352	1204352	-	antisense_in_gene	1204026	1204045	1204036	1204052	1204018	1204043	1204026	1204066
TR_1205967	1205967	-	upstream_sense	1205252	1205278	1205261	1205357	1205252	1205253	1205244	1205262
TR_1206211	1206211	+	antisense_in_gene	1206475	1206465	1206465	1206465	1206450	1206453	1206440	1206465
TR_1206459	1206459	-	upstream_sense	1205977	1205987	1205987	1205987	1205977	1205987	1205987	1205987
TR_1206485	1206485	+	upstream_sense	1207391	1206993	1206931	1207054	1209662	1208536	1207812	1209645
TR_1208107	1208107	-	antisense_in_gene	1207661	1207675	1207604	1207743	1207609	1207583	1207486	1207628
TR_1210574	1210574	-	upstream_sense	1209761	1210026	1209936	1210153	1209761	1209767	1209638	1209938
TR_1210600	1210600	+	leaderless_sense	1211461	1211369	1211177	1211456	1211512	1211670	1211502	1211868
TR_1211522	1211522	+	upstream_sense	1213868	1211942	1211926	1211956	1213868	1211980	1211907	1212054
TR_1214237	1214237	-	antisense_in_gene	1213896	1213895	1213853	1213913	1213939	1213912	1213871	1213949
TR_1215765	1215765	+	in_gene_sense	1216300	1216297	1216241	1216411	1216233	1216290	1216158	1216411
TR_1216431	1216431	+	upstream_sense	1219035	1216922	1216882	1216950	1219035	1217173	1216832	1217812
TR_1217317	1217317	+	in_gene_sense	1217798	1218128	1217788	1219629	1217545	1217583	1217317	1217899
TR_1219649	1219649	+	antisense_in_gene	1220475	1220424	1220164	1220523	1220347	1220360	1220175	1220465
TR_1220191	1220191	-	leaderless_sense	1219253	1219674	1219601	1219768	1219131	1219145	1219132	1219157
TR_1220485	1220485	+	upstream_sense	1221859	1221339	1221300	1221420	1221951	1221943	1221941	1221944
TR_1220492	1220492	-	upstream_sense	1220210	1220221	1220211	1220233	1220303	1220248	1220211	1220313
TR_1221964	1221964	+	leaderless_sense	1222791	1222652	1222551	1222756	1224303	1223823	1223549	1224219
TR_1222849	1222849	+	upstream_sense	1224303	1223476	1223195	1223615	0	0	0	0
TR_1223991	1223991	+	sense_for_next	1224363	1224344	1224321	1224353	1224365	1224355	1224354	1224356
TR_1224392	1224392	+	leaderless_sense	1225265	1225035	1224938	1225157	1225265	1225278	1225099	1225478
TR_1225923	1225923	+	antisense_in_gene	1226382	1226348	1226260	1226376	1226382	1226405	1226311	1226473
TR_1228689	1228689	-	antisense_in_gene	1228051	1228087	1228010	1228168	1225135	1225076	1225047	1225145
TR_1228745	1228745	+	in_gene_sense	1229454	1229414	1229343	1229455	1229429	1229510	1229419	1229631
TR_1229684	1229684	+	antisense_in_gene	1230175	1230150	1230112	1230173	1230043	1230258	1230033	1230377
TR_1230785	1230785	+	antisense_in_gene	1231296	1231267	1231230	1231286	1231279	1231277	1231268	1231286
TR_1231296	1231296	-	leaderless_sense	1230602	1230691	1230612	1230777	1229396	1230149	1229843	1230513
TR_1231306	1231306	+	leaderless_sense	1231995	1231849	1231758	1231947	1232052	1232212	1232042	1232291
TR_1232319	1232319	-	antisense_in_gene	1231991	1232011	1231984	1232040	1232022	1231913	1231807	1232032
TR_1233030	1233030	+	antisense_in_gene	1233442	1233417	1233370	1233487	1233421	1233545	1233411	1233712
TR_1234361	1234361	-	sense_for_next	1232849	1233882	1233450	1233969	1232849	1233483	1233361	1233556
TR_1236166	1236166	-	upstream_sense	1234218	1235386	1235331	1235507	1234218	1235175	1235112	1235245
TR_1236190	1236190	+	leaderless_sense	1237197	1236999	1236728	1237149	1237292	1237379	1237282	1237493
TR_1237531	1237531	+	antisense_in_gene	1237824	1237862	1237762	1238240	1237787	1237860	1237773	1238080
TR_1238197	1238197	-	leaderless_sense	1237214	1237663	1237613	1237732	1237214	1237371	1237003	1237680
TR_1238260	1238260	+	leaderless_sense	1239333	1238853	1238764	1238994	1239377	1239673	1239367	1240592
TR_1239387	1239387	+	upstream_sense	1240139	1240043	1239884	1240137	1240132	1240509	1240122	1240725
TR_1241406	1241406	-	upstream_sense	1240915	1240959	1240906	1241000	1240996	1240937	1240872	1241006
TR_1241588	1241588	+	upstream_sense	1242099	1242073	1242064	1242089	1241598	1241885	1241588	1242214
TR_1242674	1242674	-	in_gene_sense	1241972	1241980	1241793	1242140	1241775	1241732	1241648	1241785
TR_1242708	1242708	+	antisense_in_gene	1243128	1243109	1243103	1243118	1243088	1243124	1243078	1243197
TR_1243677	1243677	+	upstream_sense	1245112	1244264	1244210	1244351	1245112	1245439	1244623	1246261
TR_1247015	1247015	-	in_gene_sense	1246212	1246228	1246091	1246372	1246124	1246035	1245950	1246134
TR_1247134	1247134	+	leaderless_sense	1248082	1247626	1247588	1247686	1248082	1248794	1247813	1249437
TR_1251415	1251415	-	upstream_sense	1249937	1250912	1250850	1250972	1249335	1249656	1249197	1250400
TR_1252032	1252032	-	sense_for_next	1251425	1251604	1251435	1251662	1251425	1251542	1251435	1251866
TR_1253028	1253028	-	upstream_sense	1251622	1252585	1252566	1252609	1251622	1252453	1252211	1252663
TR_1254515	1254515	-	in_gene_sense	1254039	1253988	1253921	1254049	1253943	1253482	1252220	1254043
TR_1254635	1254635	+	in_gene_sense	1255184	1255205	1255139	1255289	1255516	1256934	1255506	1257912
TR_1257330	1257330	+	leaderless_sense	1259060	1258168	1257895	1258723	1259060	1258774	1257934	1259248
TR_1261214	1261214	+	antisense_in_gene	1261635	1261617	1261603	1261627	1261586	1261816	1261576	1262480
TR_1261716	1261716	-	upstream_sense	1259072	1261262	1261229	1261297	1259072	1260121	1258906	1261338
TR_1264330	1264330	-	antisense_in_gene	1263837	1263862	1263776	1263939	1264060	1263835	1263499	1264070
TR_1264614	1264614	+	leaderless_sense	1265193	1265214	1265061	1265349	1265009	1265142	1264965	1265331
TR_1265855	1265855	+	antisense_in_gene	1266326	1266285	1266245	1266378	1266117	1266222	1266074	1266502
TR_1267034	1267034	-	upstream_sense	1266490	1266715	1266708	1266738	1266490	1266027	1265409	1266643
TR_1267058	1267058	+	upstream_sense	1267271	1267261	1267261	1267261	1267271	1267261	1267261	1267261
TR_1267281	1267281	+	upstream_sense	1268264	1268096	1267929	1268267	1268317	1268369	1268286	1268446
TR_1267353	1267353	-	antisense_in_gene	1267044	1267054	1267054	1267054	1267044	1267054	1267054	1267054
TR_1268567	1268567	-	antisense_for_next	1268215	1268243	1268213	1268294	1268204	1268247	1268214	1268281
TR_1269014	1269014	-	leaderless_sense	1268208	1268587	1268587	1268587	1268208	1268346	1268053	1268642
TR_1269671	1269671	+	antisense_in_gene	1269930	1269920	1269920	1269920	1269930	1269920	1269920	1269920
TR_1269940	1269940	+	antisense_in_gene	1270784	1270730	1270668	1270783	1270750	1271404	1270740	1272017
TR_1269963	1269963	-	leaderless_sense	1269157	1269406	1269315	1269476	1269157	1269194	1269075	1269318
TR_1272172	1272172	-	in_gene_sense	1271888	1271894	1271819	1271930	1271859	1271773	1271635	1271927
TR_1272346	1272346	-	upstream_sense	1272041	1272192	1272192	1272192	1272041	1272192	1272192	1272192
TR_1272365	1272365	+	upstream_sense	1273339	1272834	1272757	1272911	1273339	1273114	1272704	1273699
TR_1274160	1274160	+	sense_for_next	1274828	1274854	1274667	1274972	1274824	1275211	1274760	1275678
TR_1274818	1274818	-	down_stream_antisense	1274296	1274539	1274306	1274612	1274048	1274183	1273942	1274549
TR_1275698	1275698	+	down_stream_antisense	1276007	1275997	1275997	1275997	1276007	1275997	1275997	1275997
TR_1275998	1275998	-	down_stream_antisense	1275560	1275576	1275544	1275622	1275399	1275412	1275326	1275553
TR_1276017	1276017	+	down_stream_antisense	1276782	1276823	1276772	1277080	1277095	1277053	1276758	1277219
TR_1276792	1276792	+	antisense_in_gene	1277100	1277101	1277086	1277138	1277111	1277101	1277101	1277101
TR_1277669	1277669	-	in_gene_sense	1276575	1276682	1276417	1276925	1276542	1276488	1276424	1276552
TR_1277898	1277898	+	down_stream_antisense	1278481	1278374	1277994	1278471	1278004	1277994	1277994	1277994
TR_1278560	1278560	+	down_stream_antisense	1278787	1278781	1278765	1278814	1278758	1278753	1278748	1278758
TR_1279622	1279622	-	leaderless_sense	1278909	1279022	1278944	1279096	1278909	1278847	1278751	1279045
TR_1279660	1279660	+	leaderless_sense	1280258	1280208	1280178	1280248	1280306	1280327	1280285	1280389
TR_1280750	1280750	+	antisense_in_gene	1281147	1281159	1281126	1281249	1281092	1281143	1281082	1281233
TR_1281378	1281378	-	in_gene_sense	1280703	1280780	1280713	1280939	1280863	1280215	1279880	1280873
TR_1281434	1281434	+	leaderless_sense	1282002	1281897	1281479	1281996	1281991	1282002	1281981	1282015
TR_1282035	1282035	+	upstream_sense	1282301	1282291	1282291	1282291	1282301	1282291	1282291	1282291
TR_1282311	1282311	+	leaderless_sense	1283087	1283039	1282882	1283117	1283129	1283262	1283119	1283504
TR_1284895	1284895	-	upstream_sense	1284184	1284296	1284125	1284503	1284184	1283681	1282891	1284393
TR_1285054	1285054	+	in_gene_sense	1285792	1285751	1285671	1285842	1286376	1286612	1286366	1287109
TR_1286573	1286573	-	leaderless_sense	1286036	1286067	1286046	1286093	1286010	1285957	1285904	1286020
TR_1286600	1286600	+	leaderless_sense	1287119	1287109	1287109	1287109	1287119	1287109	1287109	1287109
TR_1287129	1287129	+	upstream_sense	1291031	1287781	1287691	1287836	1292746	1291119	1291119	1291119
TR_1288202	1288202	+	in_gene_sense	1289337	1289183	1288444	1289522	0	0	0	0
TR_1289531	1289531	-	antisense_in_gene	1288861	1288943	1288871	1288997	1288993	1288846	1288756	1289003
TR_1289639	1289639	+	sense_for_next	1291031	1291314	1290346	1293629	0	0	0	0
