genome_position	direction	TSS_intensity	Initiated_opeoron_or_not	location_in_genes	New_tss_intensity	fold_change	upstream_tss_coverage	downstream_tss_coverage	
3825467	+	23	operon_start_site	gap_sense	3	1.48	53	80	 
3826453	+	3769	operon_start_site	gene_sense	2229	17.48	1273	22269	TSS
3828942	-	139	operon_start_site	gap_sense	81	4.89	120	592	TSS
3831733	-	1117	operon_start_site	gap_sense	1068	10.65	998	10641	TSS
3831906	+	1930	operon_start_site	gene_sense_leadless	1723	305.96	55	17134	TSS
3833845	-	889	operon_start_site	gene_sense	1084	7.26	1592	11571	TSS
3834971	+	828	operon_start_site	gap_sense	2984	26.79	1409	37772	TSS
3837638	-	3256	operon_start_site	gap_sense	3034	105.09	267	28163	TSS
3839044	-	239	operon_start_site	gene_sense	194	16.73	114	1924	TSS
3841574	-	270	operon_start_site	gene_sense	226	21.93	90	1996	TSS
3847346	-	1089	operon_start_site	gene_antisense	422	4.22	1211	5120	TSS
3847468	+	437	operon_start_site	gene_sense	184	5.12	421	2161	TSS
3849457	-	276	operon_start_site	gap_sense	298	16.56	176	2931	TSS
3854158	-	126	operon_start_site	gene_sense	92	5.29	169	899	TSS
3855003	-	478	operon_start_site	gap_sense	315	2.96	1421	4209	TSS
3857069	-	197	operon_start_site	gene_sense_leadless	169	6.58	277	1830	TSS
3857140	+	106	operon_start_site	gene_sense	80	2.26	604	1367	TSS
3857577	+	172	operon_start_site	gene_sense_leadless	193	4.12	596	2457	TSS
3860132	-	180	operon_start_site	gene_sense	183	6.51	310	2026	TSS
3862689	-	1248	operon_start_site	gap_sense	1195	81.91	137	11304	TSS
3863443	-	68	operon_start_site	gene_sense_leadless	17	4.57	41	192	TSS
3869284	+	68	operon_start_site	gene_sense	47	22.38	20	470	TSS
3872796	+	262	operon_start_site	gene_sense_leadless	279	29.02	87	2554	TSS
3873030	-	204	operon_start_site	gene_antisense	265	73.32	30	2273	TSS
3873616	+	87	operon_start_site	gap_sense	101	5.92	190	1131	TSS
3874419	+	200	operon_start_site	gap_sense	405	12.06	333	4029	TSS
3880987	-	6006	operon_start_site	gap_sense	7498	42.4	1712	72628	TSS
3881086	+	153	operon_start_site	gene_sense_leadless	56	12.93	43	569	TSS
3882016	+	479	operon_start_site	gene_sense_leadless	403	4.8	972	4672	TSS
3886459	-	79	operon_start_site	gene_sense	45	31.31	12	407	TSS
3888364	-	138	operon_start_site	gene_sense	82	5.29	170	904	TSS
3889549	+	114	operon_start_site	gene_sense	110	5	230	1154	TSS
3891009	+	32	operon_start_site	gene_sense_leadless	22	11.5	19	230	TSS
3893939	-	117	operon_start_site	gap_sense	51	1.44	688	991	 
3894137	+	5229	operon_start_site	gap_sense	6051	8.11	7441	60385	TSS
3900627	-	76	operon_start_site	gap_sense	73	2.02	604	1221	TSS
3901349	-	80	operon_start_site	gene_sense	119	6.49	154	1006	TSS
3903047	-	210	operon_start_site	gap_sense	361	2.45	2196	5389	TSS
3903184	+	1018	operon_start_site	gap_sense	1836	7.78	2557	19895	TSS
3905876	+	210	operon_start_site	gap_sense	230	15.03	149	2254	TSS
3907697	-	2012	operon_start_site	gap_sense	2307	130.08	168	21984	TSS
3907816	+	183	operon_start_site	gap_sense	256	20.56	120	2488	TSS
3908251	+	3224	operon_start_site	gene_sense_leadless	2307	28.45	796	22678	TSS
3910044	+	765	operon_start_site	gap_sense	401	199.25	19	3985	TSS
3911923	-	197	operon_start_site	gene_sense	231	134.45	10	1479	TSS
3919407	-	103	operon_start_site	gene_sense	75	14.51	50	740	TSS
3921128	-	252	operon_start_site	gap_sense	250	12.11	121	1477	TSS
3922474	-	152	operon_start_site	gap_sense	64	2.13	514	1095	TSS
3922552	+	72	operon_start_site	gap_sense	20	10.48	20	220	TSS
3924858	+	67	operon_start_site	gene_sense	35	12.82	27	359	TSS
3926683	+	251	operon_start_site	gap_sense	228	8.38	275	2312	TSS
3931129	+	340	operon_start_site	gap_sense	306	2.5	1879	4704	TSS
3939439	-	231	operon_start_site	gap_sense	173	2.86	872	2501	TSS
3939737	+	166	operon_start_site	gap_sense	104	11.57	86	1007	TSS
3945914	+	63	operon_start_site	gene_antisense	58	6.31	99	631	TSS
3952643	-	71	operon_start_site	gene_sense	37	34.9	9	349	TSS
3952678	+	134	operon_start_site	gap_sense	36	2.02	329	668	TSS
3955729	+	778	operon_start_site	gene_sense_leadless	488	20.44	237	4865	TSS
3957606	+	54	operon_start_site	gap_sense	43	10.07	43	443	TSS
3957824	-	1190	operon_start_site	gene_antisense	712	78.28	84	6654	TSS
3958275	+	148	operon_start_site	gene_sense	84	8.13	106	870	TSS
3961005	+	1362	operon_start_site	gene_sense	2298	11.91	1931	23007	TSS
3962503	-	64	operon_start_site	gene_sense_leadless	48	413	0	413	TSS
3962590	+	700	operon_start_site	gap_sense	204	23.52	76	1811	TSS
3965403	-	302	operon_start_site	gap_sense	85	1.87	909	1701	TSS
3968802	+	295	operon_start_site	gene_antisense	196	14.01	144	2032	TSS
3969123	-	55	operon_start_site	gene_sense_leadless	60	95	5	570	TSS
3975521	-	95	operon_start_site	gap_sense	87	2.24	648	1452	TSS
3975548	+	48	operon_start_site	gene_sense_leadless	24	19.58	11	235	TSS
3978182	+	76	operon_start_site	gap_sense	61	33.72	17	607	TSS
3985645	-	86	operon_start_site	gap_sense	42	2.79	210	588	TSS
3985736	+	63	operon_start_site	gene_sense_leadless	46	1.76	464	820	TSS
3987023	+	602	operon_start_site	gene_sense_leadless	473	7.66	671	5149	TSS
3989277	-	684	operon_start_site	gene_sense_leadless	2316	239.68	86	20852	TSS
3989296	+	282	operon_start_site	gap_sense	1417	20.94	675	14155	TSS
3997442	+	52	operon_start_site	gene_antisense	16	12.14	13	170	TSS
3997810	-	427	operon_start_site	gene_sense_leadless	1241	65.9	170	11269	TSS
4001771	-	255	operon_start_site	gap_sense	919	22.48	298	6723	TSS
4001789	+	182	operon_start_site	gap_sense	335	15.38	194	2999	TSS
4012478	-	364	operon_start_site	gap_sense	240	34.46	64	2240	TSS
4012574	+	86	operon_start_site	gap_sense	41	1.57	604	947	TSS
4013657	+	304	operon_start_site	gene_sense	132	12.91	106	1381	TSS
4016467	+	271	operon_start_site	gap_sense	127	17.19	76	1324	TSS
4018347	-	144	operon_start_site	gene_sense_leadless	155	9.92	163	1627	TSS
4018513	+	269	operon_start_site	gap_sense	192	25.01	74	1876	TSS
4025743	-	9351	operon_start_site	gap_sense	8525	46.86	1714	80360	TSS
4025962	+	736	operon_start_site	gap_sense	671	9.33	742	6930	TSS
4029941	-	838	operon_start_site	gene_sense_leadless	763	12.3	621	7648	TSS
4030637	+	208	operon_start_site	gene_antisense	250	23.51	109	2586	TSS
4030673	-	296	operon_start_site	gene_antisense	176	11.35	160	1827	TSS
4033372	-	78	operon_start_site	gap_sense	68	7.57	50	386	TSS
4034236	+	2034	operon_start_site	gene_sense_leadless	2042	22.3	913	20385	TSS
4040938	-	2578	operon_start_site	gap_sense	2162	6.07	3965	24079	TSS
4041544	-	2236	operon_start_site	gap_sense	1762	22.58	755	17071	TSS
4043123	-	121	operon_start_site	gap_sense	104	7.24	100	731	TSS
4046358	-	380	operon_start_site	gap_sense	703	31.6	206	6541	TSS
4047675	-	291	operon_start_site	gene_sense_leadless	226	3.76	735	2771	TSS
4052867	+	71	operon_start_site	gene_antisense	49	32.07	14	481	TSS
4053113	-	221	operon_start_site	gap_sense	112	60.36	10	664	TSS
4056621	-	5001	operon_start_site	gap_sense	3985	53.19	648	34521	TSS
4056889	+	83	operon_start_site	gap_sense	70	2.11	570	1206	TSS
4058500	+	259	operon_start_site	gene_sense	211	6.54	336	2204	TSS
4060807	-	67	operon_start_site	gap_sense	19	8.17	23	196	TSS
4062706	+	180	operon_start_site	gene_sense_leadless	128	3.52	479	1689	TSS
4064040	-	368	operon_start_site	gene_sense	419	55.92	35	2013	TSS
4067481	-	191	operon_start_site	gap_sense	352	3.62	1180	4273	TSS
4067547	+	444	operon_start_site	gap_sense	437	14.11	307	4347	TSS
4069337	+	392	operon_start_site	gap_sense	435	11.41	379	4337	TSS
4070185	-	59	operon_start_site	gene_antisense	44	5.21	80	422	TSS
4070691	+	100	operon_start_site	gap_sense	111	10.18	105	1079	TSS
4071859	+	6240	operon_start_site	gap_sense	1149	20.52	573	11778	TSS
4073755	+	55	operon_start_site	gene_antisense	68	3.95	205	813	TSS
4073790	-	249	operon_start_site	gene_sense_leadless	242	41.42	52	2195	TSS
4075866	+	182	operon_start_site	gap_sense	124	2.95	626	1847	TSS
4080963	-	1630	operon_start_site	gap_sense	1053	103.69	90	9436	TSS
4083046	+	546	operon_start_site	gene_sense	608	96.29	62	6066	TSS
4083199	-	664	operon_start_site	gene_antisense	950	13.67	659	9025	TSS
4087558	-	828	operon_start_site	gap_sense	974	3.19	4194	13385	TSS
4088829	+	30	operon_start_site	gap_sense	10	9.09	10	100	TSS
4088882	-	2140	operon_start_site	gap_sense	5383	2.81	44425	125039	TSS
4092020	+	233	operon_start_site	gene_sense_leadless	172	13.77	127	1763	TSS
4093745	+	116	operon_start_site	gap_sense	80	6.78	121	827	TSS
4095696	-	54	operon_start_site	gene_sense	38	3.03	191	581	TSS
4099655	-	2566	operon_start_site	gap_sense	2141	307.31	64	19975	TSS
4099825	+	323	operon_start_site	gene_sense_leadless	221	3.39	912	3099	TSS
4106415	+	94	operon_start_site	gene_antisense	59	6.44	94	612	TSS
4107262	-	64	operon_start_site	gene_sense_leadless	52	2.53	311	788	TSS
4107970	+	141	operon_start_site	gene_sense_leadless	112	7.28	164	1202	TSS
4110956	+	331	operon_start_site	gap_sense	89	1.34	2351	3145	 
4116123	-	377	operon_start_site	gap_sense	361	12.09	293	3553	TSS
4116195	+	997	operon_start_site	gene_sense	659	15.97	411	6579	TSS
4116601	+	965	operon_start_site	gap_sense	682	1.89	6808	12885	TSS
4118869	-	1356	operon_start_site	gene_sense_leadless	986	15.72	623	9809	TSS
4118957	+	385	operon_start_site	gene_sense_leadless	339	2.6	1819	4735	TSS
4119431	+	4954	operon_start_site	gene_sense	6581	12.56	5325	66921	TSS
4121876	-	598	operon_start_site	gap_sense	507	4.32	1386	5989	TSS
4122094	+	920	operon_start_site	gene_sense_leadless	854	12.59	700	8826	TSS
4124595	+	472	operon_start_site	gene_sense_leadless	372	4.49	961	4318	TSS
4126711	+	123	operon_start_site	gap_sense	117	14.05	86	1222	TSS
4129287	-	4588	operon_start_site	gap_sense	5549	70.5	622	43920	TSS
4130535	-	680	operon_start_site	gene_antisense	251	9.7	256	2492	TSS
4130596	+	237	operon_start_site	gene_sense	223	10.37	227	2364	TSS
4137292	-	450	operon_start_site	gene_sense_leadless	467	5.6	920	5157	TSS
4137384	+	288	operon_start_site	gene_sense_leadless	244	9.53	273	2611	TSS
4140645	-	333	operon_start_site	gap_sense	214	1170	0	1170	TSS
4142222	+	314	operon_start_site	gene_sense_leadless	104	12.11	86	1054	TSS
4146235	-	88	operon_start_site	gene_sense	83	6.62	135	901	TSS
4149183	-	210	operon_start_site	gap_sense	134	3.37	489	1650	TSS
4149658	-	95	operon_start_site	gene_sense_leadless	30	1.37	706	970	 
4150077	-	524	operon_start_site	gene_sense	254	2.44	1354	3309	TSS
4153690	-	618	operon_start_site	gap_sense	504	27.05	173	4706	TSS
4153798	+	1475	operon_start_site	gap_sense	894	16.13	564	9114	TSS
4156907	-	425	operon_start_site	gene_sense_leadless	497	43.97	105	4661	TSS
4157159	+	106	operon_start_site	gene_sense_leadless	117	2.47	763	1884	TSS
4161152	-	450	operon_start_site	gap_sense	487	32.73	130	4287	TSS
4161190	+	508	operon_start_site	gap_sense	409	12.43	331	4128	TSS
4162520	+	556	operon_start_site	gene_sense	487	17.01	285	4866	TSS
4163199	-	434	operon_start_site	gene_antisense	305	192.87	14	2893	TSS
4166909	-	210	operon_start_site	gene_sense_leadless	229	9.49	248	2364	TSS
4168459	-	479	operon_start_site	gap_sense	390	80.22	44	3610	TSS
4168523	+	377	operon_start_site	gene_sense_leadless	272	10.84	244	2656	TSS
4169620	+	576	operon_start_site	gap_sense	257	11.33	235	2674	TSS
4170407	+	321	operon_start_site	gene_sense	204	4.79	494	2370	TSS
4170917	+	447	operon_start_site	gene_sense	429	4	1418	5672	TSS
4174343	+	76	operon_start_site	gene_sense	45	8.28	60	505	TSS
4178277	+	194	operon_start_site	gap_sense	95	39.17	22	901	TSS
4181936	+	56	operon_start_site	gene_sense_leadless	54	20.77	25	540	TSS
4183112	+	320	operon_start_site	gene_sense_leadless	158	8.4	202	1706	TSS
4186068	-	357	operon_start_site	gene_sense_leadless	170	399	3	1596	TSS
4186258	+	253	operon_start_site	gap_sense	155	2.49	969	2420	TSS
4187864	+	134	operon_start_site	gene_sense	52	1.52	911	1389	TSS
4190932	-	210	operon_start_site	gap_sense	144	1.92	792	1523	TSS
4193492	-	207	operon_start_site	gap_sense	452	8.93	523	4679	TSS
4195551	-	64	operon_start_site	gene_sense_leadless	6	1.89	60	115	 
4195618	+	408	operon_start_site	gene_sense_leadless	466	14.86	312	4650	TSS
4196902	+	753	operon_start_site	gene_sense_leadless	876	17.29	511	8853	TSS
4198830	-	2833	operon_start_site	gap_sense	2011	114.19	132	15187	TSS
4198850	+	62	operon_start_site	gap_sense	57	2.68	295	793	TSS
4200423	-	505	operon_start_site	gap_sense	384	11.24	278	3135	TSS
4200533	+	132	operon_start_site	gap_sense	98	11.42	88	1016	TSS
4202066	-	415	operon_start_site	gene_sense_leadless	297	6.78	474	3219	TSS
4205551	-	205	operon_start_site	gene_sense_leadless	74	3.57	316	1133	TSS
4205665	+	326	operon_start_site	gap_sense	89	4.16	266	1111	TSS
4207095	-	172	operon_start_site	gene_sense_leadless	136	68.5	17	1233	TSS
4209048	-	184	operon_start_site	gene_sense	56	7.05	82	585	TSS
4209177	+	423	operon_start_site	gap_sense	56	8.17	75	621	TSS
4212002	-	283	operon_start_site	gap_sense	222	5.33	280	1498	TSS
4212305	+	443	operon_start_site	gap_sense	114	20.29	55	1136	TSS
4214153	-	497	operon_start_site	gap_sense	431	77.95	40	3196	TSS
4214219	+	107	operon_start_site	gap_sense	55	6.95	82	577	TSS
4214793	+	767	operon_start_site	gene_sense_leadless	680	7.55	921	6958	TSS
4215944	-	113	operon_start_site	gene_sense	101	4.84	238	1157	TSS
4217278	-	384	operon_start_site	gap_sense	254	40.22	40	1649	TSS
4217312	+	155	operon_start_site	gene_sense_leadless	140	14.73	95	1414	TSS
4219003	-	74	operon_start_site	gene_sense_leadless	41	25.38	15	406	TSS
4219027	+	530	operon_start_site	gene_sense_leadless	310	4.39	861	3786	TSS
4221267	+	77	operon_start_site	gene_sense_leadless	46	8.44	58	498	TSS
4222846	-	27	operon_start_site	gap_sense	12	2.42	70	172	TSS
4222881	+	142	operon_start_site	gene_sense	108	8.78	133	1176	TSS
4225149	-	903	operon_start_site	gap_sense	1545	14.49	850	12332	TSS
4225163	+	181	operon_start_site	gene_sense_leadless	153	61.84	24	1546	TSS
4227076	+	252	operon_start_site	gene_sense	177	7.45	266	1990	TSS
4228839	+	1331	operon_start_site	gene_sense	938	12.89	742	9580	TSS
4231455	+	223	operon_start_site	gap_sense	200	13.57	140	1913	TSS
4234855	+	299	operon_start_site	gap_sense	35	1.18	1814	2138	 
4235488	+	171	operon_start_site	gap_sense	217	3.08	870	2684	TSS
4235956	+	122	operon_start_site	gap_sense	139	1.86	1382	2577	TSS
4240095	+	53	operon_start_site	gene_sense	30	8.97	33	305	TSS
4243411	+	163	operon_start_site	gene_sense_leadless	187	10.44	180	1889	TSS
4249228	+	84	operon_start_site	gene_sense	44	11.27	40	462	TSS
4251140	+	93	operon_start_site	gene_sense	25	3.06	111	343	TSS
4263388	-	1083	operon_start_site	gap_sense	548	1.58	6979	11042	TSS
4264630	-	583	operon_start_site	gap_sense	466	5.92	897	5314	TSS
4265707	-	989	operon_start_site	gap_sense	699	17.82	391	6984	TSS
4266928	-	4165	operon_start_site	gap_sense	5233	121.1	390	47351	TSS
4269095	-	244	operon_start_site	gap_sense	314	27.23	76	2097	TSS
4273838	+	1901	operon_start_site	gap_sense	722	16.09	448	7224	TSS
4274934	+	655	operon_start_site	gap_sense	690	29.05	242	7059	TSS
4275729	+	305	operon_start_site	gene_sense	215	5.21	467	2440	TSS
4281513	+	252	operon_start_site	gene_antisense	172	14.35	116	1679	TSS
4282591	+	349	operon_start_site	gap_sense	218	8.95	248	2228	TSS
4286042	-	151	operon_start_site	gap_sense	143	39.57	34	1385	TSS
4286151	+	396	operon_start_site	gene_sense_leadless	301	2.04	2635	5388	TSS
4286959	+	1683	operon_start_site	gene_sense	1601	6.47	2709	17539	TSS
4299793	-	1542	operon_start_site	gap_sense	1548	36.55	409	14984	TSS
4299990	+	232	operon_start_site	gene_sense_leadless	186	8.64	223	1935	TSS
4303546	-	113	operon_start_site	gene_sense	135	6.37	226	1445	TSS
4305935	+	148	operon_start_site	gene_sense_leadless	96	3.16	422	1336	TSS
4306989	-	59	operon_start_site	gene_sense_leadless	43	6.52	72	476	TSS
4307043	+	101	operon_start_site	gap_sense	84	6.63	138	922	TSS
4309224	+	140	operon_start_site	gap_sense	244	17.34	144	2515	TSS
4312036	-	334	operon_start_site	gene_sense	192	6.02	170	1029	TSS
4312847	-	366	operon_start_site	gene_sense_leadless	279	19.86	138	2761	TSS
4312921	+	410	operon_start_site	gap_sense	473	26.93	173	4686	TSS
4314356	+	9259	operon_start_site	gene_sense_leadless	679	16.34	416	6813	TSS
4316774	-	485	operon_start_site	gene_sense_leadless	635	7.07	930	6584	TSS
4317250	+	849	operon_start_site	gap_sense	144	13.93	102	1435	TSS
4320797	+	359	operon_start_site	gap_sense	193	1.99	1877	3729	TSS
4321672	+	647	operon_start_site	gap_sense	534	2.27	3798	8625	TSS
4322353	+	415	operon_start_site	gap_sense	176	2.3	1263	2903	TSS
4323626	+	633	operon_start_site	gap_sense	904	1.94	8694	16855	TSS
4325202	+	747	operon_start_site	gap_sense	381	12.39	305	3790	TSS
4327651	-	485	operon_start_site	gene_sense_leadless	354	47.1	70	3344	TSS
4327727	+	581	operon_start_site	gene_sense_leadless	322	146.45	21	3222	TSS
4329795	-	820	operon_start_site	gap_sense	630	7.34	912	6700	TSS
4330135	-	677	operon_start_site	gap_sense	91	6.79	95	652	TSS
4336373	+	171	operon_start_site	gap_sense	113	27.77	39	1111	TSS
4336485	-	354	operon_start_site	gap_sense	252	6.59	394	2602	TSS
4338679	-	275	operon_start_site	gene_sense	262	17.07	150	2577	TSS
4338892	+	318	operon_start_site	gap_sense	290	12.86	229	2957	TSS
4340387	+	1143	operon_start_site	gap_sense	604	24.63	240	5936	TSS
4341725	+	646	operon_start_site	gap_sense	280	8.3	351	2921	TSS
4342753	+	1040	operon_start_site	gene_sense	696	12.22	580	7098	TSS
4345217	+	731	operon_start_site	gene_sense_leadless	446	8.09	566	4585	TSS
4350790	+	644	operon_start_site	gap_sense	377	7.98	508	4060	TSS
4352380	+	164	operon_start_site	gap_sense	55	3.57	197	706	TSS
4356843	+	467	operon_start_site	gap_sense	389	10.63	364	3879	TSS
4362129	-	1289	operon_start_site	gap_sense	586	16.5	240	3976	TSS
4365012	-	750	operon_start_site	gap_sense	962	93.08	98	9215	TSS
4372884	-	127	operon_start_site	gene_sense_leadless	110	25.48	41	1070	TSS
4374602	-	994	operon_start_site	gap_sense	309	68.23	42	2934	TSS
4376207	-	846	operon_start_site	gap_sense	613	4.37	1675	7332	TSS
4383107	-	75	operon_start_site	gap_sense	82	2.59	274	711	TSS
4384236	-	382	operon_start_site	gap_sense	224	19.69	110	2186	TSS
4385850	-	99	operon_start_site	gene_sense	75	10.36	72	756	TSS
4387473	-	72	operon_start_site	gap_sense	57	2.95	260	769	TSS
4388217	-	76	operon_start_site	gene_sense	34	2.21	251	556	TSS
4391798	-	324	operon_start_site	gap_sense	291	49.62	55	2779	TSS
4393251	-	306	operon_start_site	gene_sense_leadless	306	15.51	193	3008	TSS
4393368	+	408	operon_start_site	gap_sense	240	5.35	446	2393	TSS
4398521	+	315	operon_start_site	gene_sense	301	45.8	65	3023	TSS
4400986	+	100	operon_start_site	gap_sense	70	3.8	217	828	TSS
4401867	+	144	operon_start_site	gap_sense	170	5.88	342	2017	TSS
4403319	+	1262	operon_start_site	gap_sense	1125	14.81	776	11509	TSS
4405724	-	779	operon_start_site	gene_sense	615	25.26	226	5734	TSS
4411264	-	3061	operon_start_site	gap_sense	2147	55.5	353	19647	TSS
