TU_name	TU_start_site	TU_end_site	Length	TU_Direction	Coding_start	Coding_end	Include_essential_gene_or_not	Included_gene_number	leaderless_gene_check	included_genes	TSS_peak	TSS_extention_end	elongation_check_start_site	elongation_check_end_site	elongation_check_length	Selected_for_coding_TU_or_not	initial_expression	elongation_ratio(PF)
TU_740	1325702	1327518	1816	-	1325782	1327518	NS	leaderless_TSS	1	RVBD_1185c	1327518	1327130	1327129	1325782	1348	selected	884.78	0.31
TU_741	1327528	1329311	1783	-	1327695	1329311	NS	leaderless_TSS	1	RVBD_1186c	1329311	1328945	1328944	1327695	1250	selected	55.73	0.57
TU_742	1329396	1330463	1067	+	1329396	1331027	NS	leaderless_TSS	1	RVBD_1187	1329396	1329646	1329856	1330463	608	selected	8.62	0.9
TU_743	1330473	1333927	3454	+	1331027	1333864	NS	non_leaderless	3	RVBD_1188:RVBD_1189:RVBD_1190	1330473	1330640	1330723	1332172	1450	selected	100.51	0.1
TU_744	1333937	1334935	998	+	1333937	1334851	NS	leaderless_TSS	1	RVBD_1191	1333937	1334245	1334370	1334851	482	selected	45.5	0.38
TU_745	1334945	1337244	2299	+	1334933	1337221	NS	non_leaderless	2	RVBD_1192:RVBD_1193	1334945	1335188	1335400	1337221	1822	selected	1155.2	0.19
TU_746	1337231	1338519	1288	-	1337254	1338519	NS	leaderless_TSS	1	RVBD_1194c	1338519	1338192	1338191	1337254	938	selected	2296.53	0.11
TU_747	1338896	1340984	2088	+	1339009	1340961	NS	non_leaderless	3	RVBD_1195:RVBD_1196:RVBD_1197	1338896	1339146	1339442	1340961	1520	selected	12314.09	0.52
TU_749	1341306	1342985	1679	-	1341364	1342611	NS	non_leaderless	1	RVBD_1199c	1342985	1342602	1342601	1341364	1238	selected	102.42	0.06
TU_750	1342605	1344212	1607	+	1342948	1344225	NS	non_leaderless	1	RVBD_1200	1342605	1342736	1342993	1344225	1233	selected	425.36	0.29
TU_751	1344235	1345166	931	-	1344222	1345175	ES	non_leaderless	1	RVBD_1201c	1345166	1344751	1344750	1344222	529	selected	246.63	0.61
TU_752	1345266	1346317	1051	+	1345266	1346330	ES	leaderless_TSS	1	RVBD_1202	1345266	1345499	1345983	1346330	348	selected	111.83	0.62
TU_753	1346340	1347111	771	-	1346327	1346911	NS	non_leaderless	1	RVBD_1203c	1347111	1346786	1346785	1346327	459	selected	43.99	0.04
TU_754	1347121	1348737	1616	-	1346942	1348630	NS	non_leaderless	1	RVBD_1204c	1348737	1348383	1348382	1347121	1262	selected	261.89	0.04
TU_755	1348725	1351187	2462	+	1348725	1351131	NS	leaderless_TSS	2	RVBD_1205:RVBD_1206	1348725	1349013	1349181	1351131	1951	selected	165.21	0.23
TU_757	1351752	1353153	1401	+	1352150	1353124	ES	non_leaderless	1	RVBD_1208	1351752	1352073	1352187	1353124	938	selected	118.39	0.81
TU_758	1353163	1354194	1031	+	1353163	1354142	NS	leaderless_TSS	2	RVBD_1209:RVBD_1210	1353163	1353413	1353574	1354142	569	selected	361.43	0.38
TU_760	1354486	1355667	1181	-	1354504	1355667	NS	leaderless_TSS	1	RVBD_1212c	1355613	1354993	1354992	1354504	489	selected	23.61	0.59
TU_761	1355842	1357127	1285	+	1355842	1357056	NS	leaderless_TSS	1	RVBD_1213	1355842	1356096	1356241	1357056	816	selected	76.83	1.72
TU_763	1357672	1359450	1778	-	1357765	1359450	NS	leaderless_TSS	1	RVBD_1215c	1359450	1359081	1359080	1357765	1316	selected	87.09	0.53
TU_764	1359460	1363367	3907	-	1359478	1363367	NS	leaderless_TSS	4	RVBD_1216c:RVBD_1217c:RVBD_1218c:RVBD_1219c	1363367	1362952	1362951	1359478	3474	selected	82.56	0.49
TU_765	1363409	1364183	774	-	1363509	1364156	NS	non_leaderless	1	RVBD_1220c	1364183	1363799	1363798	1363509	290	selected	85.82	0.92
TU_766	1364419	1365310	891	+	1364419	1365192	NS	leaderless_TSS	1	RVBD_1221	1364482	1364781	1364887	1365192	306	selected	806.95	0.63
TU_767	1365315	1367887	2572	+	1365350	1367864	ES	non_leaderless	3	RVBD_1222:RVBD_1223:RVBD_1224	1365315	1365595	1365681	1367864	2184	selected	658.21	0.56
TU_768	1367874	1368721	847	-	1367897	1368727	NS	non_leaderless	1	RVBD_1225c	1368721	1368364	1368363	1367897	467	selected	56.53	0.42
TU_769	1368731	1370813	2082	-	1368838	1370831	NS	non_leaderless	2	RVBD_1226c:RVBD_1227c	1370813	1370405	1370404	1368838	1567	selected	61.44	0.88
TU_770	1370926	1371768	842	+	1370926	1371483	NS	non_leaderless	1	RVBD_1228	1370878	1371128	1371441	1371768	328	selected	8.29	1.44
TU_771	1371704	1372929	1225	-	1371783	1372955	ES	non_leaderless	1	RVBD_1229c	1372929	1372514	1372513	1371783	731	selected	299.54	0.46
TU_772	1372939	1374276	1337	-	1372968	1374203	NS	non_leaderless	1	RVBD_1230c	1374276	1373951	1373950	1372968	983	selected	316.24	0.05
TU_773	1374286	1376832	2546	-	1374328	1376832	NS	leaderless_TSS	3	RVBD_1231c:RVBD_1232c:RVBD_1233c	1376832	1376539	1376538	1374328	2211	selected	214	0.27
TU_774	1376981	1380630	3649	+	1376982	1380685	NS	leaderless_TSS	4	RVBD_1234:RVBD_1235:RVBD_1236:RVBD_1237	1376981	1377231	1377289	1380630	3342	selected	208.01	0.25
TU_775	1380640	1381938	1298	+	1380690	1381871	NS	non_leaderless	1	RVBD_1238	1380640	1380890	1381248	1381871	624	selected	61.81	0.8
TU_776	1381881	1383083	1202	-	1381948	1383048	NS	non_leaderless	1	RVBD_1239c	1383083	1382760	1382759	1381948	812	selected	91.28	0.48
TU_777	1383189	1384274	1085	+	1383219	1384208	NS	non_leaderless	1	RVBD_1240	1383189	1383473	1383591	1384208	618	selected	349.92	0.4
TU_778	1384284	1384985	701	+	1384284	1384972	NS	leaderless_TSS	2	RVBD_1241:RVBD_1242	1384284	1384546	1384661	1384972	312	selected	171.69	0.14
TU_779	1384982	1386683	1701	-	1384995	1386683	NS	non_leaderless	1	RVBD_1243c	1386683	1386434	1386433	1384995	1439	selected	18.34	0.41
TU_780	1386816	1387794	978	+	1386863	1387723	NS	non_leaderless	1	RVBD_1244	1386816	1387069	1387147	1387723	577	selected	192.21	0.06
TU_781	1387733	1388658	925	-	1387804	1388634	NS	non_leaderless	1	RVBD_1245c	1388658	1388235	1388234	1387804	431	selected	164.23	0.51
TU_782	1388668	1390151	1483	-	1388691	1389250	NS	leaderless_TSS	2	RVBD_1246c:RVBD_1247c	1390151	1389881	1389880	1388691	1190	selected	343.9	0.27
TU_783	1390161	1393148	2987	-	1389363	1393058	NS	non_leaderless	1	RVBD_1248c	1393148	1392701	1392700	1390161	2540	selected	87.68	0.81
TU_784	1393158	1393988	830	-	1393200	1393988	NS	non_leaderless	1	RVBD_1249c	1394099	1393667	1393666	1393200	467	selected	169.25	0.29
TU_785	1394096	1395817	1721	+	1394185	1395924	NS	non_leaderless	1	RVBD_1250	1394096	1394529	1394650	1395924	1275	selected	91.08	0.28
TU_786	1395934	1399901	3967	-	1395827	1399910	NS	non_leaderless	2	RVBD_1251c:RVBD_1252c	1399901	1399562	1399561	1395827	3735	selected	82.92	0.29
TU_787	1399973	1402774	2801	+	1399976	1402815	ES	leaderless_TSS	2	RVBD_1253:RVBD_1254	1399973	1400223	1400731	1402815	2085	selected	53.63	0.66
TU_788	1402825	1406090	3265	-	1402784	1406090	NS	non_leaderless	3	RVBD_1255c:RVBD_1256c:RVBD_1257c	1406090	1405649	1405648	1402784	2865	selected	97.97	0.31
TU_789	1406100	1407353	1253	-	1406087	1407346	NS	non_leaderless	1	RVBD_1258c	1407353	1406995	1406994	1406100	895	selected	41.69	0.36
TU_790	1407345	1408181	836	+	1407345	1408244	NS	non_leaderless	1	RVBD_1259	1407432	1407632	1407845	1408181	337	selected	63.73	0.33
TU_791	1408191	1409480	1289	+	1408246	1409364	NS	non_leaderless	1	RVBD_1260	1408191	1408382	1408556	1409364	809	selected	143.22	0.4
TU_794	1410437	1411890	1453	+	1410437	1411825	NS	leaderless_TSS	1	RVBD_1263	1410437	1410632	1410812	1411825	1014	selected	30.98	0.59
TU_795	1411900	1413956	2056	+	1411900	1413946	NS	leaderless_TSS	2	RVBD_1264:RVBD_1265	1411998	1412300	1412408	1413367	960	selected	541.75	0.09
TU_796	1413956	1415871	1915	-	1413966	1415846	NS	non_leaderless	1	RVBD_1266c	1415871	1415496	1415495	1413966	1530	selected	163.34	0.05
TU_797	1415866	1417405	1539	-	1416187	1417353	NS	non_leaderless	1	RVBD_1267c	1417405	1417015	1417014	1415953	1062	selected	57.98	0.14
TU_798	1417415	1419782	2367	-	1417664	1419754	NS	non_leaderless	3	RVBD_1268c:RVBD_1269c:RVBD_1270c	1419782	1419062	1419061	1417664	1398	selected	90.28	0.28
TU_799	1419867	1422403	2536	-	1419967	1422311	NS	non_leaderless	2	RVBD_1271c:RVBD_1272c	1422403	1422111	1422110	1419967	2144	selected	39.88	0.33
TU_800	1422413	1424056	1643	-	1422308	1424056	NS	leaderless_TSS	1	RVBD_1273c	1424056	1423624	1423623	1422413	1211	selected	18.95	0.4
TU_801	1424178	1425430	1252	+	1424203	1425299	NS	non_leaderless	2	RVBD_1274:RVBD_1275	1424178	1424448	1424518	1425299	782	selected	653.16	0.33
TU_803	1426170	1431661	5491	+	1426170	1431654	NS	non_leaderless	3	RVBD_1277:RVBD_1278:RVBD_1279	1426240	1426549	1426678	1431654	4977	selected	294.68	0.29
TU_804	1431664	1433536	1872	-	1431671	1433446	NS	non_leaderless	1	RVBD_1280c	1433536	1433139	1433138	1431671	1468	selected	99.66	0.35
TU_805	1433546	1437143	3597	-	1433439	1437123	NS	non_leaderless	3	RVBD_1281c:RVBD_1282c:RVBD_1283c	1437143	1436748	1436747	1433546	3202	selected	78.11	0.24
TU_807	1437920	1440517	2597	+	1437915	1440757	ES	non_leaderless	2	RVBD_1285:RVBD_1286	1437920	1438195	1438312	1440517	2206	selected	219.28	0.47
TU_808	1440527	1442769	2242	+	1440811	1442724	NS	leaderless_TSS	2	RVBD_1287:RVBD_1288	1440527	1440800	1441147	1442724	1578	selected	168.06	0.16
TU_810	1443415	1445053	1638	-	1443488	1445053	NS	non_leaderless	1	RVBD_1290c	1444906	1444408	1444407	1443488	920	selected	21.57	1.02
TU_812	1445388	1446298	910	-	1445505	1446271	NS	non_leaderless	2	RVBD_1291c:RVBD_6017	1446298	1446036	1446035	1445435	601	selected	181.28	0.05
TU_813	1446385	1453008	6623	+	1446385	1452953	ES	leaderless_TSS	5	RVBD_1292:RVBD_1293:RVBD_1294:RVBD_1295:RVBD_1296	1446385	1446627	1446765	1448876	2112	selected	195.71	0.28
TU_814	1453013	1455069	2056	+	1453210	1455018	ES	non_leaderless	1	RVBD_1297	1453013	1453349	1453476	1455018	1543	selected	2954.22	0.68
TU_815	1455102	1457120	2018	+	1455169	1457548	ES	non_leaderless	3	RVBD_1298:RVBD_1299:RVBD_1300	1455102	1455352	1455469	1456752	1284	selected	3379.43	0.11
TU_816	1457130	1458309	1179	+	1457564	1458217	ES	non_leaderless	1	RVBD_1301	1457130	1457435	1457591	1458217	627	selected	676.34	0.43
TU_817	1458319	1459573	1254	+	1458301	1459515	ES	non_leaderless	1	RVBD_1302	1458319	1458562	1458695	1459515	821	selected	303.65	0.25
TU_818	1459713	1468136	8423	+	1459772	1468137	ES	non_leaderless	10	RVBD_1303:RVBD_1304:RVBD_1305:RVBD_1306:RVBD_1307:RVBD_1308:RVBD_1309:RVBD_1310:RVBD_1311:RVBD_1312	1459713	1459968	1460040	1468137	8098	selected	828.78	0.62
TU_819	1468147	1469908	1761	-	1468177	1469511	NS	non_leaderless	1	RVBD_1313c	1469908	1469612	1469611	1469186	426	selected	74.27	0.25
TU_820	1469541	1470258	717	-	1469677	1470258	NS	leaderless_TSS	1	RVBD_1314c	1470258	1469915	1469914	1469918	-3	selected	48.72	0.02
TU_821	1470327	1471581	1254	+	1470327	1471583	ES	leaderless_TSS	1	RVBD_1315	1470327	1470553	1470747	1471583	837	selected	490.14	0.37
TU_824	1477029	1479124	2095	-	1477140	1479124	NS	leaderless_TSS	2	RVBD_1316c:RVBD_1317c	1479124	1478711	1478710	1477140	1571	selected	194.53	0.2
TU_825	1479134	1480838	1704	-	1479205	1480830	NS	non_leaderless	1	RVBD_1318c	1480838	1480506	1480505	1479205	1301	selected	33.19	0.4
TU_826	1480848	1484226	3378	-	1480900	1484223	NS	leaderless_TSS	2	RVBD_1319c:RVBD_1320c	1484226	1483803	1483802	1480900	2903	selected	100.89	0.28
TU_827	1484250	1484978	728	+	1484285	1484965	NS	non_leaderless	1	RVBD_1321	1484250	1484537	1484658	1484965	308	selected	338.07	0.4
TU_830	1485797	1487157	1360	+	1485868	1487037	NS	non_leaderless	1	RVBD_1323	1485797	1486120	1486271	1487037	767	selected	701.81	0.6
TU_831	1487167	1488147	980	+	1487167	1488081	NS	leaderless_TSS	1	RVBD_1324	1487167	1487417	1487589	1488081	493	selected	636.8	0.44
TU_832	1488095	1490416	2321	-	1488160	1489971	NS	non_leaderless	1	RVBD_1325c	1490416	1490112	1490111	1488160	1952	selected	75.89	0.34
TU_833	1490426	1494482	4056	-	1490123	1494431	ES	non_leaderless	2	RVBD_1326c:RVBD_1327c	1494482	1494082	1494081	1490426	3656	selected	246.54	0.25
TU_834	1494570	1497191	2621	+	1494570	1497161	NS	leaderless_TSS	1	RVBD_1328	1494570	1494820	1494980	1497161	2182	selected	131.31	0.62
TU_835	1497171	1500616	3445	-	1497201	1500565	NS	non_leaderless	2	RVBD_1329c:RVBD_1330c	1500616	1500144	1500143	1498909	1235	selected	23.05	0.75
TU_836	1500667	1504876	4209	+	1500667	1505084	ES	leaderless_TSS	7	RVBD_1331:RVBD_1332:RVBD_1333:RVBD_1334:RVBD_1335:RVBD_1336:RVBD_1337	1500667	1501001	1501098	1504119	3022	selected	793.51	0.15
TU_837	1504886	1505964	1078	+	1505081	1505896	ES	non_leaderless	1	RVBD_1338	1504886	1505079	1505194	1505896	703	selected	352.82	0.24
TU_838	1505974	1508180	2206	+	1505923	1508193	NS	non_leaderless	3	RVBD_1339:RVBD_1340:RVBD_1341	1505974	1506220	1506364	1508193	1830	selected	538.98	0.4
TU_839	1508203	1508929	726	-	1508190	1508929	ES	leaderless_TSS	2	RVBD_1342c:RVBD_1343c	1508929	1508544	1508543	1508190	354	selected	872.87	0.29
TU_841	1509193	1511969	2776	+	1509287	1512012	NS	non_leaderless	2	RVBD_1345:RVBD_1346	1509193	1509476	1509477	1510492	1016	selected	1104.15	0.16
TU_844	1512870	1517487	4617	+	1513053	1517368	ES	non_leaderless	2	RVBD_1348:RVBD_1349	1512870	1513093	1513263	1517368	4106	selected	677.02	0.15
TU_848	1519150	1526222	7072	-	1519206	1526222	NS	non_leaderless	5	RVBD_1353c:RVBD_1354c:RVBD_1355c:RVBD_1356c:RVBD_1357c	1526320	1525781	1525780	1524630	1151	selected	0.01	0.64
TU_849	1526618	1531344	4726	+	1526618	1530931	NS	non_leaderless	2	RVBD_1358:RVBD_1359	1526618	1526868	1526868	1530770	3903	selected	16.8	0.32
TU_850	1531354	1532439	1085	+	1531354	1532376	NS	leaderless_TSS	1	RVBD_1360	1531354	1531501	1531845	1532376	532	selected	136.87	0.38
TU_851	1532386	1533668	1282	-	1532449	1533639	NS	non_leaderless	1	RVBD_1361c	1533668	1533334	1533333	1532449	885	selected	898.07	0.36
TU_852	1533663	1535560	1897	-	1533954	1535398	NS	non_leaderless	2	RVBD_1362c:RVBD_1363c	1535560	1535043	1535042	1533678	1365	selected	85.14	0.45
TU_853	1535555	1537718	2163	-	1535689	1537650	NS	non_leaderless	1	RVBD_1364c	1537718	1537327	1537326	1535570	1757	selected	143.49	0.22
TU_855	1538396	1539168	772	+	1538396	1539217	NS	non_leaderless	1	RVBD_1366	1538426	1538788	1538789	1538941	153	selected	28.86	0.91
TU_857	1539456	1540727	1271	-	1539518	1540651	NS	non_leaderless	1	RVBD_1367c	1540727	1540331	1540330	1539518	813	selected	152.77	0.13
TU_858	1540818	1541936	1118	+	1541026	1541811	NS	non_leaderless	1	RVBD_1368	1540818	1541068	1541369	1541811	443	selected	134.54	1.22
TU_859	1541821	1543261	1440	-	1542000	1543261	NS	leaderless_TSS	2	RVBD_1369c:RVBD_1370c	1543263	1542880	1542879	1542030	850	selected	18.57	0.16
TU_860	1543365	1545728	2363	+	1543365	1546012	NS	non_leaderless	2	RVBD_1371:RVBD_1372	1543365	1543615	1544100	1545622	1523	selected	0.01	0.39
TU_861	1545738	1547068	1330	+	1546018	1546998	NS	non_leaderless	1	RVBD_1373	1545738	1545988	1546061	1546998	938	selected	71.72	0.29
TU_863	1547605	1548421	816	+	1547838	1549157	NS	non_leaderless	1	RVBD_1375	1547605	1547855	1548035	1548421	387	selected	236.97	0.31
TU_864	1548431	1550575	2144	+	1549154	1550647	NS	non_leaderless	1	RVBD_1376	1548431	1548681	1548770	1550647	1878	selected	100.52	0.27
TU_866	1551233	1552746	1513	-	1551234	1552661	NS	non_leaderless	1	RVBD_1378c	1552523	1552162	1552161	1551234	928	selected	104.29	1.05
TU_867	1552603	1561386	8783	+	1552660	1561275	ES	non_leaderless	7	RVBD_1379:RVBD_1380:RVBD_1381:RVBD_1382:RVBD_1383:RVBD_1384:RVBD_1385	1552603	1552853	1552955	1561275	8321	selected	366.74	0.09
TU_868	1561411	1563880	2469	+	1561470	1564272	NS	non_leaderless	3	RVBD_1386:RVBD_1387:RVBD_1388	1561411	1561711	1561881	1563857	1977	selected	1662.44	0.28
TU_869	1563890	1564999	1109	+	1564407	1565033	ES	non_leaderless	1	RVBD_1389	1563890	1564347	1564500	1564974	475	selected	1337.17	0.45
TU_870	1565009	1568109	3100	+	1565099	1568042	ES	non_leaderless	3	RVBD_1390:RVBD_1391:RVBD_1392	1565009	1565430	1565534	1566508	975	selected	2060.25	0.16
TU_871	1568055	1570975	2920	-	1568115	1570975	NS	leaderless_TSS	2	RVBD_1393c:RVBD_1394c	1570975	1570355	1570354	1568115	2240	selected	32.23	0.46
TU_872	1571026	1572123	1097	+	1571053	1572087	NS	non_leaderless	1	RVBD_1395	1571026	1571176	1571333	1572087	755	selected	32.48	0.29
TU_873	1572097	1574773	2676	-	1572133	1574773	NS	leaderless_TSS	3	RVBD_1396c:RVBD_1397c:RVBD_1398c	1574773	1574465	1574464	1572932	1533	selected	4736.86	0.04
TU_874	1574783	1576802	2019	-	1574856	1576802	NS	leaderless_TSS	2	RVBD_1399c:RVBD_1400c	1576802	1576401	1576400	1574856	1545	selected	34.74	0.51
TU_875	1576753	1579594	2841	+	1576936	1579586	ES	non_leaderless	2	RVBD_1401:RVBD_1402	1576753	1577043	1577139	1579547	2409	selected	183.2	0.09
TU_876	1579596	1580428	832	-	1579604	1580428	NS	non_leaderless	1	RVBD_1403c	1580477	1580211	1580210	1579604	607	selected	6.63	0.73
TU_878	1581089	1582089	1000	-	1581151	1581975	NS	non_leaderless	1	RVBD_1405c	1582089	1581691	1581690	1581151	540	selected	75.7	3.28
TU_879	1582172	1584504	2332	+	1582172	1584480	ES	leaderless_TSS	2	RVBD_1406:RVBD_1407	1582172	1582422	1582576	1584480	1905	selected	85.53	0.68
TU_880	1584514	1586206	1692	+	1584505	1586219	ES	non_leaderless	2	RVBD_1408:RVBD_1409	1584514	1584772	1584918	1586219	1302	selected	205.4	0.32
TU_881	1586229	1588488	2259	-	1586216	1588488	NS	leaderless_TSS	2	RVBD_1410c:RVBD_1411c	1588488	1588050	1588049	1586216	1834	selected	341.7	1.2
TU_883	1589153	1590350	1197	+	1589392	1590298	NS	non_leaderless	2	RVBD_1413:RVBD_1414	1589153	1589367	1589537	1590298	762	selected	49.49	0.54
TU_884	1590355	1591462	1107	+	1590403	1591680	ES	non_leaderless	1	RVBD_1415	1590355	1590608	1590722	1591462	741	selected	282.85	0.41
TU_885	1591472	1592635	1163	+	1591677	1592620	ES	non_leaderless	2	RVBD_1416:RVBD_1417	1591472	1591716	1591918	1592620	703	selected	271.57	0.61
TU_886	1592645	1593503	858	+	1592645	1593331	NS	leaderless_TSS	1	RVBD_1418	1592645	1592888	1593003	1593157	155	selected	203.18	0.39
TU_887	1593508	1597771	4263	+	1593511	1597915	ES	leaderless_TSS	4	RVBD_1419:RVBD_1420:RVBD_1421:RVBD_1422	1593508	1593740	1593964	1597771	3808	selected	750.06	0.16
TU_888	1597781	1598889	1108	+	1597912	1598889	ES	non_leaderless	1	RVBD_1423	1597781	1598043	1598180	1598889	710	selected	195.96	0.33
TU_889	1598899	1599660	761	-	1598899	1599660	NS	non_leaderless	1	RVBD_1424c	1599591	1599201	1599200	1598899	302	selected	67.2	0.17
TU_890	1599664	1601055	1391	+	1599664	1601043	NS	leaderless_TSS	1	RVBD_1425	1599664	1599876	1600059	1601043	985	selected	104.5	0.33
TU_891	1601053	1604809	3756	-	1601065	1604765	NS	non_leaderless	3	RVBD_1426c:RVBD_1427c:RVBD_1428c	1604809	1604447	1604446	1601065	3382	selected	215.66	0.09
TU_892	1604832	1606359	1527	+	1604884	1606152	NS	non_leaderless	1	RVBD_1429	1604981	1605237	1605238	1606152	915	selected	35.02	0.77
TU_893	1606369	1608051	1682	+	1606392	1607978	NS	non_leaderless	1	RVBD_1430	1606369	1606708	1606741	1607978	1238	selected	65.03	0.12
TU_894	1608056	1611404	3348	+	1608089	1611276	NS	non_leaderless	2	RVBD_1431:RVBD_1432	1608056	1608380	1608515	1611276	2762	selected	60.58	0.2
TU_895	1611409	1612338	929	+	1611440	1612399	NS	non_leaderless	2	RVBD_1433:RVBD_1434	1611409	1611698	1611838	1612399	562	selected	219.62	0.26
TU_897	1613262	1616576	3314	+	1613313	1616355	ES	non_leaderless	3	RVBD_1436:RVBD_1437:RVBD_1438	1613262	1613544	1613723	1616355	2633	selected	267.06	0.5
TU_898	1616365	1617392	1027	-	1616967	1617392	NS	non_leaderless	1	RVBD_1439c	1617313	1617022	1617021	1616365	657	selected	127.28	0.15
TU_900	1618086	1619690	1604	-	1618215	1619690	NS	leaderless_TSS	1	RVBD_1441c	1619690	1619269	1619268	1618215	1054	selected	34.99	0.17
TU_901	1619797	1622203	2406	+	1619797	1622097	NS	leaderless_TSS	1	RVBD_1442	1619797	1620056	1620178	1622097	1920	selected	139.26	0.47
TU_904	1623704	1628905	5201	-	1623720	1628086	NS	non_leaderless	4	RVBD_1445c:RVBD_1446c:RVBD_1447c:RVBD_1448c	1628905	1628591	1628590	1623720	4871	selected	189.22	0.43
TU_905	1628915	1630235	1320	-	1628103	1630205	ES	non_leaderless	1	RVBD_1449c	1630235	1629784	1629783	1628915	869	selected	204.53	0.59
TU_906	1630395	1634633	4238	-	1630644	1634633	NS	non_leaderless	1	RVBD_1450c	1634633	1634384	1634383	1630410	3974	selected	15.21	0.11
TU_907	1634993	1636000	1007	+	1635035	1635961	ES	non_leaderless	1	RVBD_1451	1634993	1635271	1635370	1635961	592	selected	444.44	0.28
TU_908	1635971	1638235	2264	-	1636010	1638235	NS	non_leaderless	1	RVBD_1452c	1638235	1637986	1637985	1636010	1976	selected	13.09	0.79
TU_909	1638230	1639670	1440	+	1638387	1639652	NS	non_leaderless	1	RVBD_1453	1638230	1638480	1638488	1639451	964	selected	6.5	0.76
TU_910	1639662	1640670	1008	-	1639680	1640666	NS	non_leaderless	1	RVBD_1454c	1640670	1640270	1640269	1640223	47	selected	38.49	0.03
TU_911	1640686	1641489	803	+	1640686	1641549	NS	leaderless_TSS	1	RVBD_1455	1640686	1640945	1641119	1641549	431	selected	21.61	0.49
TU_912	1641559	1642413	854	-	1641499	1642431	ES	non_leaderless	1	RVBD_1456c	1642413	1642022	1642021	1641499	523	selected	152.86	0.38
TU_913	1642423	1644376	1953	-	1642543	1644266	ES	non_leaderless	2	RVBD_1457c:RVBD_1458c	1644376	1644017	1644016	1642543	1474	selected	155.94	0.26
TU_914	1644386	1646144	1758	-	1644369	1646144	ES	leaderless_TSS	1	RVBD_1459c	1646144	1645783	1645782	1644481	1302	selected	98.27	0.46
TU_915	1646192	1653669	7477	+	1646192	1653584	ES	non_leaderless	7	RVBD_1460:RVBD_1461:RVBD_1462:RVBD_1463:RVBD_1464:RVBD_1465:RVBD_1466	1646264	1646489	1646548	1653584	7037	selected	185.82	1.2
TU_916	1653594	1655546	1952	-	1653679	1655508	NS	non_leaderless	1	RVBD_1467c	1655546	1655135	1655134	1653679	1456	selected	69.28	0.29
TU_917	1655556	1656757	1201	-	1655615	1656727	NS	non_leaderless	1	RVBD_1468c	1656757	1656442	1656441	1655615	827	selected	278.79	0.12
TU_918	1656930	1658948	2018	+	1656969	1658942	NS	non_leaderless	1	RVBD_1469	1656930	1657111	1657335	1658021	687	selected	46.61	0.5
TU_922	1660483	1662637	2154	+	1660662	1662578	NS	non_leaderless	2	RVBD_1473:RVBD_1473A	1660483	1660733	1660749	1662578	1830	selected	292.55	0.18
